dw_δ90,xr_μ1,tn_μ2,gy_φ13,tn_ξ4,tn_ξ5,gy_Σ6,tn_θ7,bh_ω38
27.516627,3.795157,-35.556622,-6.388545,6.362378,79.906032,34.779588,1.0,51.210221
40.569229,9.687104,-31.673941,4.682949,0.998668,66.001712,40.787219,-0.602195,45.060496
15.298453,-3.899183,-39.920991,15.498202,8.521056,58.457709,-82.943927,1.0729,61.757979
24.593532,-3.589414,-27.014369,4.492107,4.977248,29.410497,-29.849763,0.007134,47.463263
25.194475,1.886416,-28.716749,4.983043,4.252691,43.667627,19.59177,-0.674876,54.800774
38.282453,-2.212377,-21.903965,-5.703693,4.395807,59.880856,35.702469,-0.199999,55.085286
19.781118,10.293214,-34.835233,11.314307,0.417932,54.727288,29.155075,-0.200807,45.12205
22.361549,-8.712298,-11.130777,-18.094342,2.823226,66.011019,-49.286053,0.0,54.23563
25.815005,-1.011077,-11.83504,-1.259277,3.05357,63.401669,18.427102,1.229968,60.757635
44.827729,5.751268,-15.808741,-13.640517,5.639235,70.938123,-20.121155,-0.405126,44.484391
39.179038,7.023731,-21.881124,7.303821,9.84399,33.821977,-20.066101,0.527158,61.433149
35.027901,4.255694,-18.825359,10.822799,2.448325,51.011016,33.656295,-1.0,48.661435
45.305142,7.128249,-25.65067,-0.347942,5.141945,26.67006,-46.560516,0.0,68.683882
24.192346,1.429727,-43.67026,-1.127646,7.543909,71.952914,18.802007,1.364997,64.137498
37.821023,2.962692,-29.171827,-3.250691,4.230929,43.771331,-7.662438,1.0,55.259208
34.143119,2.164687,-35.814711,1.267537,4.714374,82.749321,-60.554715,-1.681568,68.029439
35.0836,6.562212,-32.644317,18.916982,3.92216,50.479026,-24.28105,-0.170665,63.604017
40.287802,2.939444,-30.683165,18.283288,2.210194,55.07272,-0.254563,1.0,59.22561
30.59989,-7.459869,-24.561022,7.440611,4.088706,77.646589,-85.444739,0.935823,53.467523
38.327272,8.540394,-41.315143,0.452785,5.2083,80.595562,-61.063464,0.727817,66.732925
37.169575,13.921579,-36.28713,12.644497,3.64607,49.241733,-29.084585,0.0,66.869317
27.61229,14.7665,-42.213586,3.081899,6.884262,71.538363,-26.831728,-1.248852,51.431537
32.264092,8.85675,-27.374097,-0.310145,6.863583,51.903905,-45.581359,0.0,57.480703
23.956078,23.86966,-18.580423,-1.764454,5.841408,83.629698,38.587172,-1.0,50.449696
45.744244,-3.27564,-40.995169,-12.090141,6.678995,63.622099,-66.360583,1.0,68.450482
32.877942,-2.934015,-42.719194,6.069592,4.284023,62.614145,-3.188316,2.223781,58.032229
43.66708,-2.507758,-19.799435,-12.974424,7.299233,70.510195,-15.592457,-0.075116,68.164895
30.373151,-15.118749,-39.000033,18.245033,3.285428,65.184436,14.447121,0.0,45.951642
34.167773,11.316732,-11.288139,2.38857,7.86416,37.55665,38.138924,-1.336282,52.728963
44.395157,7.709655,-23.787907,12.299833,0.37275,80.165183,-66.306486,-1.0,45.400446
35.286918,11.643883,-39.878992,8.11842,0.598179,52.055822,-2.604196,0.571467,64.506814
30.564197,-3.183811,-28.84885,11.808743,2.922352,76.057674,-37.217364,1.0,43.891996
19.768744,6.687173,-19.941522,-0.925974,1.219561,53.189234,41.22789,0.768515,51.542965
27.450648,-1.296269,-25.628969,-10.112622,1.89717,62.868519,16.734288,0.0,52.78537
17.412127,7.943193,-27.281499,-12.514989,2.780739,79.250185,0.076357,0.279966,67.151104
20.027994,4.011268,-14.093416,-6.669276,3.908875,45.587169,-50.533171,0.777508,49.626399
20.156239,3.664432,-18.330148,-0.670396,5.771599,46.766266,-24.289554,-1.0,51.652801
41.749269,0.563704,-17.250538,4.941993,9.427492,41.956723,5.405,0.0,57.515399
45.876001,15.400088,-26.806122,1.163058,5.695786,65.765483,-24.089618,1.37137,66.577301
38.758276,-11.071168,-33.357549,-3.785648,0.096072,45.319786,-37.957938,-1.0,54.870236
47.212241,0.681821,-15.623163,8.21257,5.796645,78.585049,-46.446821,0.0,59.914343
45.655999,13.250289,-29.107795,19.531519,7.410823,59.170275,-11.174893,-0.337229,65.332225
22.204152,8.137649,-32.427649,-8.840431,2.956406,33.327624,30.731151,0.285879,65.214604
39.559612,-6.910685,-14.858612,6.280434,4.030742,60.1662,-25.508204,0.0,43.889913
29.948747,7.47237,-33.12711,-7.438205,5.131784,63.06618,-12.130675,-0.848479,51.992843
34.471437,5.595153,-20.615145,24.574482,10.508977,66.24096,-21.367481,1.0,58.932782
45.004371,-4.949068,-28.870786,-2.478729,2.49551,38.438739,-43.495022,0.232779,51.76631
43.899096,-5.45644,-15.941826,2.85003,12.63874,43.641643,-22.956528,-0.213445,61.610284
47.052939,3.867496,-44.118384,7.919403,4.197332,33.371704,-41.787068,0.0,55.57015
30.918467,-4.293027,-43.790749,20.883272,3.22087,45.05967,-53.427423,-0.458344,60.015802
18.352654,6.054443,-34.326679,-9.302714,9.818416,80.941532,-64.41532,0.0,65.65449
32.318824,8.613813,-20.949282,14.347614,4.62005,67.826311,-36.843744,0.0,46.595658
21.753947,5.743985,-29.914899,6.177241,10.97754,52.883641,-69.044436,-0.995369,68.529295
38.799126,10.376247,-39.898479,-4.884989,5.395408,56.080263,-76.757219,0.0,66.824355
24.24157,5.659961,-29.586275,-11.780116,3.856628,55.407023,-69.988979,1.0,58.469422
36.334747,-5.257999,-36.786855,13.504561,4.94012,31.100719,-73.20739,-0.225012,52.357373
21.035417,14.812724,-25.980388,-4.863446,4.185431,50.563127,32.824751,1.0,45.496671
35.229808,-1.043136,-18.615313,6.602369,6.382353,43.50443,38.677251,0.65428,55.034041
28.478453,-2.233394,-40.306442,-1.04542,5.58943,54.994571,36.806622,0.612207,56.10751
18.58038,5.211985,-34.78762,-2.54127,6.850657,36.046182,-55.281087,1.0,54.79649
31.807085,-1.904308,-26.464896,13.288952,4.425163,44.185171,-70.427848,-1.582131,66.61674
44.033448,5.91602,-25.088496,2.479102,4.233855,41.775782,17.151984,0.140774,61.690764
31.223676,-8.381368,-14.099879,-9.466538,6.192956,35.493109,-49.513345,-1.300728,47.929727
19.601018,10.179887,-18.838233,-9.910183,3.775783,27.554173,-79.542258,-1.320106,68.045444
30.763698,-1.536105,-35.630056,0.34289,10.542761,52.278346,-1.824769,-1.0,58.550379
24.382642,20.975777,-25.693522,-1.20697,4.707268,30.103789,-39.13159,0.343267,43.297699
46.801065,9.781375,-33.388764,8.776467,5.093785,78.055015,-27.407815,-1.0,64.672899
16.560129,-6.773163,-28.067237,7.92278,4.699291,45.101497,10.389093,0.0,63.834641
25.190149,-0.325406,-44.356596,2.145052,4.749915,75.589203,-18.264526,-0.241977,47.853505
28.464783,7.731092,-26.794488,-8.861826,4.939683,48.136657,31.987015,0.414161,46.540127
36.130775,0.203441,-23.689067,-7.932206,0.783464,55.379888,-25.907429,0.0,51.919338
39.693911,-3.261069,-22.024593,4.567804,4.441844,69.878918,-4.522416,-1.480311,59.418039
42.273706,3.750173,-31.793219,-2.784815,3.299243,79.536885,33.036843,-1.0,66.367398
27.043168,15.751511,-43.230782,-15.43039,5.893952,30.79163,-68.181922,0.687625,66.527032
47.374327,6.582517,-44.724658,18.329922,1.465705,38.769488,-71.860595,1.0,55.682325
48.593378,4.805357,-35.726997,-0.174233,4.081155,39.038837,28.783005,-0.826669,56.207359
35.85919,3.188034,-20.83328,-5.435746,4.697593,39.877982,-58.739879,0.0,47.645423
48.236563,-0.295009,-15.014959,-1.687914,4.587222,41.840575,-10.368728,-1.0,47.620406
18.145529,19.330953,-35.010541,-16.703795,4.837644,72.458191,-82.243145,-2.33515,50.608086
32.491957,-8.730813,-41.455261,2.456042,0.850334,65.409045,18.919039,-1.074359,46.91694
43.526115,10.931108,-29.624798,-9.818347,8.100255,81.845738,35.626524,1.50581,56.518319
19.667091,9.161244,-41.279341,-0.30998,4.771835,58.304742,-25.00357,-0.900483,60.804328
23.00335,11.300932,-15.995177,1.943025,9.199613,50.792313,-28.795628,0.263053,49.2483
28.478718,7.105164,-43.282153,4.312865,4.681737,28.667777,-3.381959,0.0,47.701025
41.400056,6.024307,-34.688705,15.980934,8.735443,76.663758,19.583682,-1.0,57.938073
21.503045,7.842594,-11.583179,24.483336,8.141423,81.790118,34.464061,-1.0,64.339873
43.211463,2.383766,-21.259671,3.433524,3.483576,36.383682,-6.338807,0.062379,55.064601
24.611933,5.424224,-33.098726,9.096462,4.970628,39.195676,-5.601482,1.0,56.045388
21.0687,2.720111,-26.522336,0.625809,0.936112,67.113928,-5.559416,0.0,56.546998
45.192088,4.79019,-21.999855,9.062026,6.533265,63.099896,-80.794643,0.463095,49.194661
44.84369,-0.263071,-35.239278,1.564281,6.699294,36.533432,1.782635,-1.601456,49.960716
42.131092,12.498994,-44.731679,-1.185547,6.38896,34.596381,26.275521,-1.0,44.13494
17.170522,-8.364783,-11.66686,-2.214393,1.879974,28.142986,22.400955,1.0,51.58602
45.046688,-10.731423,-21.67946,9.217273,6.303629,31.212959,35.98538,0.864779,55.120641
20.069675,1.73599,-30.216622,0.94445,4.666616,44.527698,-72.887618,-0.234307,52.401965
42.450932,6.115505,-18.376675,7.045352,4.961896,52.977886,-55.27148,1.0,48.249565
38.495036,13.245262,-36.575014,18.108299,6.472968,41.54387,-9.547388,-1.0,66.732094
38.137875,11.40942,-20.37501,-6.189325,3.979014,56.309213,32.755135,0.811365,64.637282
30.587632,-7.723486,-40.658667,6.904863,1.415466,33.026676,-21.462803,1.417195,44.023539
26.179244,2.00921,-18.674729,9.036044,4.580302,60.87132,-61.992087,-0.186503,62.010422
31.278376,16.6089,-37.261119,-6.060741,1.868795,56.53109,-67.551538,-0.181497,59.227521
25.604228,-1.791508,-18.483003,8.554428,0.641291,77.599047,13.082185,0.0,58.072101
45.019606,17.093356,-19.674803,-2.293145,10.472644,70.152245,-0.381526,0.0,58.879378
30.346057,23.882603,-37.564658,1.298729,7.026304,72.757747,40.331436,1.432471,51.759386
28.424535,9.908475,-12.130875,-1.031422,3.073097,33.915959,-18.00655,1.0,48.798059
35.208698,0.332704,-15.140084,1.480239,3.145782,79.937754,-28.948071,0.813124,50.887834
28.36248,-3.625151,-36.79076,-0.731366,7.843658,49.255909,-78.847822,1.0,46.674084
40.347233,-3.369837,-27.143305,16.543195,3.293986,47.353166,-73.563503,0.0,43.372486
21.201761,-9.976219,-40.256071,17.150332,5.480004,34.537681,9.494823,1.0,60.959858
48.680905,-4.213837,-36.192318,8.781574,2.908642,61.04868,-41.304248,-1.0,57.985856
15.422405,1.699713,-36.157333,-6.788064,4.630342,80.060584,-38.016938,0.046123,55.503878
28.747908,17.866129,-21.113321,-5.292621,5.866285,29.386895,-11.638345,-1.0,50.439809
35.88368,-4.162261,-14.154489,1.431025,5.408775,39.690249,-0.538175,0.0,53.859231
35.522432,0.644926,-30.475045,-6.00805,6.122866,78.050304,-0.522753,0.0,54.275754
39.593399,21.408627,-34.253808,4.501506,2.290815,40.376602,-1.010178,1.0,51.111612
17.067691,-2.531491,-13.737262,4.710386,4.011671,73.25236,-83.335077,1.0,53.108227
31.953263,1.560276,-27.389555,2.469308,10.116694,54.075959,11.991943,1.304464,44.951157
40.06107,13.148884,-19.799176,-8.895602,3.320436,48.049629,-38.203836,0.0,47.743106
28.311544,13.235205,-24.231248,1.021879,5.17977,40.615347,-55.249028,0.477104,54.447295
23.622121,12.682764,-24.330327,3.03333,5.691627,59.538088,-14.090974,1.0,63.616663
46.608784,1.822961,-12.059416,0.094955,3.464664,76.114285,35.820287,0.857887,63.93315
20.104089,6.723166,-11.5715,24.358711,4.67487,43.488827,40.082034,-1.0,47.54976
29.207806,2.917084,-13.323937,-4.141759,7.096978,47.488541,3.284136,0.0,51.225876
36.573261,8.60992,-29.746869,15.18244,6.425649,63.464976,18.842855,1.0,61.519582
15.863943,10.624974,-24.668896,8.86294,2.22422,39.292314,5.241284,0.0,68.364447
16.556474,-1.664499,-37.662499,-10.494629,4.860351,67.402717,-23.831635,1.0,57.48888
26.082,1.181925,-24.227957,-4.965357,7.13113,46.173127,-37.255189,-0.928716,65.065347
17.294388,8.103735,-44.154325,2.390887,2.64605,46.015301,-23.366951,-1.0,48.622852
46.850532,6.70328,-42.852145,-7.215423,9.824915,73.808946,42.982035,1.0,57.87806
29.978582,10.188482,-25.136478,8.584505,4.208263,60.770561,-13.337369,1.651272,54.007936
23.709629,18.651227,-42.17303,11.313555,3.066589,39.10217,-58.935717,-1.0,62.089872
43.813658,-2.470675,-19.813957,4.379665,-0.760695,79.863538,-36.090903,0.756682,56.430648
37.940331,-15.446181,-26.447287,-13.37484,7.063358,29.392246,-61.106274,0.388259,63.507479
22.818028,8.500509,-30.433359,2.088117,4.296655,71.970496,-40.65976,-1.0,49.069033
41.32419,4.25649,-18.46477,-4.053869,2.317037,40.269041,-19.168327,1.0,53.364408
40.62666,-0.138442,-41.730088,-9.894828,4.21517,63.170035,4.799957,-1.529638,61.081208
18.150267,5.708678,-24.701603,-3.182404,4.947771,29.744735,-73.734629,-2.484966,47.603767
32.923216,3.611338,-27.187475,14.187534,9.128005,50.767552,-51.899248,0.0,60.043363
28.006443,1.361875,-12.551972,2.310847,7.422615,33.734572,6.64702,2.104358,67.370274
39.898297,11.693511,-27.152655,-10.572396,6.379349,45.811087,-2.50279,-1.468381,58.248339
28.412047,0.64476,-41.659439,9.062047,0.450373,66.589498,9.618902,-1.052254,45.838062
22.048108,22.041069,-32.406991,8.190224,4.954015,61.768606,-79.774092,1.0,43.124051
47.712852,11.484103,-20.36435,6.67709,6.193248,30.232464,3.514415,-0.173553,62.157212
30.018672,-12.062374,-27.370513,9.291136,7.336656,71.368172,26.763165,-0.092529,43.510483
31.561554,2.421631,-33.93492,-6.706741,6.999432,48.896059,-31.706912,0.70555,46.873272
33.599068,18.228985,-16.241362,-2.252645,2.623996,47.018195,25.073803,0.356436,46.511838
22.745253,3.795779,-37.894257,-11.468577,2.787024,68.710363,15.398514,-0.393077,46.889432
41.871864,13.492516,-11.8305,15.663044,7.165917,38.387343,23.302163,0.453398,57.804871
41.263619,-3.064787,-20.650434,5.966741,8.242351,64.93557,11.473626,-1.0,66.055643
29.88324,15.012728,-33.070002,-2.229196,5.71797,50.618558,-1.876859,-1.110221,67.62725
42.3085,-5.860388,-39.610024,-9.364407,2.128845,60.387308,-72.542062,-0.145336,57.48138
46.729147,1.792307,-21.965791,-2.688438,3.817599,81.873307,0.261839,-1.0,66.854897
28.288253,11.88775,-41.666745,-4.132989,4.809352,48.783068,38.715984,-1.0,67.611957
42.335341,20.352058,-25.763214,16.566949,10.095609,37.328534,27.073879,-1.0,47.692331
18.627618,0.511772,-27.359466,21.428482,4.577874,70.468365,-60.31659,-0.630689,49.130799
40.17569,12.722522,-19.427633,-6.47775,4.987791,76.86301,1.225444,-1.121693,65.240919
43.034644,3.407735,-25.304795,3.950589,6.14091,47.284689,28.747951,-0.412349,47.619354
26.472496,3.093414,-39.344282,-2.860033,3.522473,36.636647,-56.569663,1.253664,50.263724
17.323122,-9.901248,-14.530014,0.009204,0.997271,48.470956,37.725723,0.102552,67.952526
22.202057,-2.301153,-42.424407,3.570366,4.868415,45.711398,-30.748911,-0.094837,45.368052
44.002057,1.653286,-21.436076,2.559902,8.019464,47.638641,-34.816991,0.0,44.085975
48.381948,6.777905,-19.391148,8.716456,6.33525,76.278744,-9.276728,1.0,51.661624
20.137726,9.396164,-33.572663,-3.79524,4.2784,45.737299,9.869274,-1.0,60.151697
19.26019,-0.916463,-28.495926,8.708948,3.647873,78.945773,33.463068,-0.480242,45.200555
37.236338,5.632522,-40.370212,-2.255071,0.737663,35.475055,-11.190833,-0.554326,67.219898
46.015577,16.516954,-28.779538,-5.733504,5.705855,65.750388,-70.426772,1.0,65.220034
24.155948,-4.651961,-21.730389,21.835313,7.817829,61.359198,29.917354,1.0,64.430801
47.802465,16.184289,-30.312355,1.978108,6.008755,36.63578,-82.620749,0.09289,57.473328
22.485997,-2.854642,-43.927194,12.551855,3.729613,44.372051,7.443057,1.0,62.447888
19.824411,-8.410639,-27.154704,-2.847124,2.213587,73.125249,7.036357,1.0,44.171692
32.427961,-0.79352,-39.211191,5.123205,5.980916,81.661248,14.814951,0.0,57.822119
37.042034,8.985981,-38.078735,-4.069449,1.587057,81.372296,-17.479767,0.0,46.517689
42.516112,5.044049,-15.601882,9.182722,1.765655,71.522935,-79.945495,0.0,50.719177
40.907536,-0.482182,-26.981843,-1.082337,7.688066,66.250936,-80.466386,-1.893226,51.466317
15.841655,8.910726,-44.794579,21.742779,7.810189,56.595893,-38.899853,-1.0,59.203195
30.682645,1.957626,-41.065752,-5.763674,6.123879,35.627175,-83.886821,0.365376,56.821425
47.344777,-2.120768,-37.610057,9.297707,0.70688,27.914556,-48.931016,1.0,51.803731
28.239941,6.623036,-12.868802,-1.535172,3.574442,71.161047,-75.851807,0.529929,51.335245
30.886064,5.694684,-11.890697,8.734302,3.763673,48.747578,-6.383183,0.0,51.043277
23.099614,-8.421841,-16.480138,-1.359634,4.973573,57.007597,-48.340913,1.0,50.827776
19.806209,-12.702275,-22.994874,-3.608542,6.461369,40.540833,-4.562901,0.0,59.40009
36.550646,12.660618,-18.931599,-3.364901,7.760779,32.670557,-80.28627,-1.021242,46.488187
26.613171,8.194996,-35.720067,7.498611,2.835162,72.71238,-5.512587,0.08938,64.346274
43.225848,-6.365961,-33.025541,-3.144193,2.139773,36.073973,-84.420944,-0.162161,49.438884
28.494956,7.323129,-13.279026,-2.937577,4.853481,47.577856,-65.712574,1.0,56.767211
26.598247,15.267186,-18.931233,2.237684,6.54524,65.756618,-12.100549,-0.657908,48.698757
20.312671,18.950693,-30.832649,6.597544,7.757858,55.495745,-53.356456,1.0,46.410894
39.845836,13.699192,-18.2972,9.629598,8.192572,28.189206,-34.433294,0.294972,50.855551
42.545395,0.728261,-38.477384,-5.472631,5.107583,59.125608,-1.375388,-1.0,60.738397
25.059257,2.65866,-43.550176,9.050919,3.966121,41.053927,-58.101917,-1.0,43.826181
19.340724,-5.318329,-37.009576,11.540602,3.780854,80.739646,-34.966105,0.966633,64.308743
34.152051,-4.689247,-32.156571,16.664986,5.526366,50.326446,-85.642568,-0.295584,64.265457
21.606107,3.404733,-12.855627,4.019776,6.728057,49.604498,-66.197499,0.226541,45.223969
35.278956,1.923957,-37.498784,7.307064,7.785703,57.053029,-47.123449,-1.005286,58.055581
38.390776,5.789821,-29.494699,3.23551,7.957097,34.117436,-8.280203,-0.467051,67.434053
29.290115,13.176175,-20.922526,-2.979339,6.635821,67.301094,-8.807959,0.045747,66.010733
24.508572,11.065533,-30.82722,9.61988,6.143021,30.450503,-58.46079,-2.847853,51.422194
26.12061,8.098946,-40.959574,1.208523,3.639719,57.334384,14.903161,1.800568,64.97621
28.297818,0.53069,-30.786774,19.628493,5.953281,34.063361,-60.158742,-0.597562,46.46574
24.47338,0.984865,-35.892741,3.701568,4.860306,59.830025,-58.361659,0.420489,47.042535
44.502,18.862196,-38.820631,-5.673865,6.053068,79.073024,-35.438666,1.042684,59.490357
21.459691,13.545953,-30.075261,2.274594,2.537266,46.192448,41.428503,-1.0,60.160126
34.980407,7.324706,-41.429879,-5.122866,6.087609,35.976714,23.302178,0.190016,57.095182
29.67499,10.355182,-17.260328,12.665475,9.220056,51.812693,-54.889812,1.0,46.877602
26.589359,15.507443,-43.162222,-2.857258,1.677827,52.782265,-70.115341,1.0,45.082388
36.730547,15.715849,-16.957827,-8.458902,5.770647,30.562946,5.600466,0.0,52.415882
18.145043,8.554029,-15.512205,-16.825928,-0.965744,57.686345,-59.261822,-0.70155,66.146188
25.735641,5.59285,-20.973044,-1.264412,7.455508,76.646904,21.56688,-0.767953,44.977876
21.577308,5.976821,-21.233094,-9.043749,4.269181,58.045214,26.737657,-1.7517,53.53571
35.358838,-1.170316,-12.309305,-5.531213,5.604393,35.848585,-25.749604,0.531654,59.003269
42.739262,16.140872,-19.420012,-2.426883,7.288902,41.688134,-83.14919,-0.413903,56.276693
27.637238,-4.284002,-42.328226,-3.765859,4.760258,71.008682,-39.597241,-1.0,66.746676
37.367296,-0.882167,-44.81932,6.631527,3.197348,70.417395,-17.211368,1.0,54.826943
23.474555,-9.741393,-18.926742,1.133471,1.830952,77.69575,-22.156173,-0.903387,61.371606
18.129118,5.589487,-31.755607,15.47411,5.081424,55.897202,-73.356574,-1.0,52.384742
22.447478,-0.731748,-35.047037,-5.376395,2.731918,57.663443,-64.525038,-1.0,55.013659
43.538991,-8.62518,-16.860729,-1.547808,-2.75559,75.968113,32.723218,0.0,68.310012
38.362021,13.188228,-11.565568,0.111797,6.441737,45.191083,-58.460987,-2.263807,45.770311
43.991606,17.276562,-44.69858,-2.560604,5.240331,26.919407,-32.846863,0.075339,56.99893
46.58338,6.899367,-28.057642,6.502152,5.077232,63.036636,0.209842,0.0,44.7577
19.009889,-0.434095,-39.045656,-5.372092,7.19685,75.090433,-9.285772,-0.466317,57.412631
27.671505,12.488731,-17.665721,-1.34358,1.897943,43.260525,-33.886215,0.0,48.797154
44.389768,7.393382,-11.34738,7.932473,4.659115,48.985348,-42.1459,1.0,59.797401
48.515558,0.591428,-20.731719,22.086649,0.128428,79.364808,-32.817611,0.294606,66.631421
24.463888,5.882897,-25.438905,3.569481,3.527799,59.862753,-29.388969,0.0,65.956342
30.112339,8.775763,-12.368079,1.095624,3.034806,59.162023,1.60425,-1.0,62.918058
36.806126,-6.40295,-31.930683,-2.17597,1.531919,45.959832,-81.006194,0.0,60.910637
45.21984,20.344876,-12.105914,2.009174,5.452781,31.924566,29.364682,0.0,43.635469
22.461766,-2.039775,-11.551755,3.683028,1.708289,66.728504,-59.51357,-1.382683,54.77781
26.51778,15.079518,-34.746835,-1.129833,5.550059,78.272051,1.609147,0.0,55.076567
19.034494,8.502042,-42.634435,10.565802,5.322308,38.992897,15.967868,0.0,52.821266
16.542792,4.939908,-28.711527,-3.042344,0.250159,35.440269,-5.074581,-0.178152,67.647881
37.165614,5.151088,-34.085926,6.245367,1.673164,54.961712,-22.431325,1.0,56.794274
46.775601,4.869769,-34.080412,10.717192,6.253695,55.40648,37.537293,-0.676546,45.972735
46.225261,6.490248,-20.138805,-1.67624,6.930161,73.320703,-7.341306,-0.261413,65.394001
34.372245,5.039068,-18.738065,-0.110084,2.321943,78.562596,-73.926681,2.009505,64.954912
16.265379,3.310695,-38.087948,-0.592508,5.658019,72.288346,16.11396,0.801284,48.09597
19.638085,8.448202,-34.88383,-2.372709,3.830347,73.171824,22.019692,-1.0,62.86872
42.253706,6.735021,-24.551154,-3.84385,9.834137,61.148856,6.19934,-0.253344,53.114525
42.814562,8.969134,-25.681218,6.759252,3.967443,80.844599,-28.239181,0.051737,59.093764
18.197567,9.33862,-24.772296,10.168417,6.246648,36.559501,-48.262139,-0.9385,55.670509
42.60331,11.253344,-43.338909,-3.111215,4.684765,63.292254,-32.578166,-1.457706,60.459753
47.851089,2.222506,-29.651243,11.694292,5.240504,32.273134,-9.089957,0.0,43.544801
18.635737,-8.860447,-26.595649,-11.819983,3.621113,55.268139,-82.996429,-0.052368,58.662958
31.27256,19.991731,-24.194508,12.114642,3.283398,33.010296,-62.087928,-0.563799,62.844274
36.453264,2.010475,-42.719402,-11.061995,7.067089,34.639322,-8.843606,0.0,59.705338
20.719331,10.964909,-12.357721,10.53683,6.794232,35.53088,16.31271,-1.0,60.243284
20.03184,14.015853,-38.936808,2.009243,3.591519,80.814748,5.624991,-0.488059,43.759368
30.838501,-1.501833,-39.44149,-1.826996,4.560534,26.891505,-24.816363,1.0,61.488084
31.409368,6.574331,-32.386794,4.999558,9.67076,65.80666,-43.202713,-1.0,58.69526
23.679576,0.642099,-33.513999,4.031338,3.296516,49.764395,22.631732,-1.131432,58.676012
31.804753,4.010489,-39.363538,0.363493,5.381422,54.229357,43.223497,0.0,44.968748
18.391819,14.033327,-39.797916,-12.069714,5.917887,33.132404,-1.251865,0.0,67.951756
41.344094,-8.525337,-18.873305,6.971397,4.622302,29.039272,-47.223255,-1.0,60.147771
23.35583,7.979502,-42.324595,2.711118,5.516553,52.182528,36.013726,0.92641,51.222063
16.305034,23.034427,-22.273742,0.960683,3.341495,58.573252,19.798759,0.0,45.067531
24.586048,-3.77674,-16.68869,2.480593,0.725862,30.145412,25.053386,0.953706,44.243878
36.283626,-16.282124,-16.420749,-14.964201,4.976204,39.395989,-10.027406,0.343785,65.363822
42.431455,-12.087062,-20.80325,6.531977,6.434546,39.145838,-58.947173,0.634029,48.003859
35.644638,8.761045,-15.2405,-10.430613,6.324751,51.271082,2.305843,1.521043,57.674133
24.724552,9.0479,-27.669766,-2.530114,5.191669,57.22405,-67.636079,-1.0,66.310655
43.215875,-1.923562,-20.741358,-9.347747,5.520649,44.921532,-79.16079,0.118693,54.415035
32.652559,-9.251994,-21.083822,7.808745,1.802542,75.862314,-59.151417,1.0,57.664755
19.683903,4.52646,-32.901798,1.585517,5.471541,72.199167,31.216878,0.0,59.584811
33.472882,3.855257,-31.020638,-3.780781,2.447243,39.538341,-6.641158,0.0,47.498461
18.452014,0.717646,-44.319078,-7.881256,2.381192,57.301357,-51.871267,1.0,64.494688
22.268032,-2.028385,-17.03316,-0.988413,2.55591,32.352251,-36.606646,-0.413761,57.618609
22.78443,15.068894,-32.221652,3.55865,2.903132,27.180022,30.653018,-1.0,56.028227
17.682606,1.142516,-29.280345,-13.466324,3.522149,61.240594,-17.2588,0.258751,64.201163
34.878181,7.593224,-28.208297,-12.640956,6.146788,59.059381,-15.829385,0.0,57.970998
38.382787,2.019835,-13.285592,-4.045919,2.162888,81.170363,-63.440289,0.0,51.67379
36.662879,16.566505,-38.949613,7.350983,4.75104,49.810829,15.604142,-1.0,59.898774
22.568568,-8.342966,-23.345754,0.895096,7.919325,69.251974,3.359014,-0.442316,65.144503
39.182623,-17.234277,-20.981014,2.254676,4.950498,52.809776,28.735424,-1.0,53.582183
44.634771,-5.651265,-12.104323,-4.920257,0.723125,49.824438,32.818602,-1.0,63.265586
25.664742,0.367922,-24.472989,2.080051,2.811228,26.828633,-31.160696,0.861637,65.607117
29.162156,0.59887,-36.153249,8.526763,0.749864,83.528829,-50.013218,1.116586,49.608712
24.904663,0.368138,-35.621348,-6.561081,4.746626,41.584652,-21.400586,1.0,44.529521
18.26385,3.320907,-12.802705,-10.551199,0.879011,43.284092,17.404881,0.147149,65.120225
37.479804,10.671295,-11.318005,-14.775471,3.996881,81.416938,24.221402,0.270942,44.627242
35.849823,0.875192,-31.32844,-11.274134,3.17107,57.932424,38.400662,-1.0,66.303834
42.438255,5.623836,-25.907967,12.503741,6.60091,72.794644,-63.641443,0.0,44.600374
39.702809,1.250612,-35.254704,-1.86385,6.544283,74.071717,13.512316,1.717264,59.742619
21.520703,4.251886,-44.626588,9.033298,7.308708,27.98507,14.099418,1.412045,60.448506
38.193388,5.975393,-42.714894,-1.530318,9.449233,59.6685,34.03387,-1.0,64.974009
16.189333,2.75221,-16.029284,-0.555163,2.489023,63.59409,-73.621779,0.0,49.613465
34.750396,10.277332,-14.80359,-12.834864,6.382019,64.456731,-64.734552,-1.0,61.810142
44.294904,12.607898,-34.960209,-6.171952,2.867138,45.031219,-60.236627,1.0,60.161752
44.981615,-11.349959,-39.027755,-5.453032,2.207877,44.536208,38.954669,-1.0,49.564924
21.667897,-4.954785,-25.180582,6.204713,5.279993,56.814467,13.524112,0.0,51.598984
38.12447,1.975871,-31.534196,4.584003,7.339823,47.098316,-13.367529,0.016672,59.255257
23.979652,9.98329,-36.915561,-26.038212,1.579403,68.04492,-0.493841,0.0,67.873033
26.900498,12.980287,-37.27416,3.865947,3.842557,73.815905,-12.506898,-1.009562,57.124517
22.11696,-2.639755,-20.376366,-1.801916,10.109836,70.690955,-57.695751,-1.0,45.318192
