xr_θ0,bh_Σ1,mk_ψ22,mk_μ3,fp_δ94,fp_ψ25,gy_μ6
0.0,12.443819,-36.331329,7.36436,-0.993613,-3.02222,13.567226
-1.040255,12.306035,-24.265959,2.746424,-0.100402,-4.08448,11.438782
-1.330369,0.604156,-34.244555,5.730897,-0.36457,3.446815,14.474831
-1.0,6.801452,-32.125476,0.977836,-0.282378,6.539703,14.043349
-1.0,3.416697,-39.348153,6.164591,-0.619353,-8.024586,12.894208
-0.460994,6.376736,-33.428653,-0.337215,-0.053052,-7.30281,13.424242
0.899599,5.611872,-33.038212,2.229586,-0.359379,-1.051474,15.633277
-0.192127,7.688373,-29.22231,-8.172584,0.589849,-3.672807,14.694335
0.613187,5.475644,-38.692836,4.358959,-0.038069,-13.823623,10.84151
-1.0,7.529939,-38.811559,2.249122,-0.233185,1.240581,15.023719
1.0,-0.538002,-24.247877,8.191063,0.987064,2.635763,11.971677
-1.0,3.811994,-31.779921,-1.173767,-0.395164,-0.543211,12.779928
-1.0,2.632514,-38.442973,2.830926,-0.14514,2.700624,13.990898
0.0,-0.450224,-34.810558,2.30786,-0.047671,-1.868574,13.386615
1.649293,3.16295,-27.432553,6.158126,-0.88565,-1.813128,11.445065
0.868258,10.475253,-29.62361,-3.000541,0.359649,-1.490704,15.15902
0.497943,4.050586,-26.467663,-5.544026,-1.086907,-2.371236,14.860292
1.45745,4.310571,-30.082639,5.838704,-0.019036,0.648012,13.12347
0.074196,-6.583589,-40.581148,5.128425,-0.208042,-6.520725,10.70457
0.0,3.52905,-27.364058,-2.062325,-0.463342,-5.476008,15.386445
-1.0,7.522469,-29.654498,3.212827,-0.841612,0.483431,14.114357
0.0,2.356937,-22.481582,-0.257367,-0.260722,4.382109,13.530704
1.0,-4.782646,-34.90995,8.295909,0.889917,-1.70018,14.632495
0.153063,-1.00865,-25.492975,3.378409,-0.947274,8.248787,12.871413
0.044447,11.363699,-34.009682,4.791346,-0.548098,-2.188631,15.308085
1.0,6.169787,-31.03923,1.938527,-0.657759,-5.086411,14.240552
0.0,8.330719,-38.793071,2.824758,-0.350202,-7.222201,11.181416
-0.253288,-2.621905,-32.435153,0.681811,-1.258248,-3.838058,11.16905
0.686674,4.638503,-28.107317,-4.165538,1.008349,-5.249936,15.728579
-1.0,4.006943,-29.517536,2.170782,0.286592,3.761684,11.673343
-0.527307,9.27483,-40.025139,-3.313928,0.404712,2.477329,13.165003
-1.0,6.188785,-37.885701,1.806986,-1.019125,0.198636,13.52295
0.0,9.795805,-30.143524,-1.261251,-0.61958,-1.707694,11.179396
-1.0,4.583127,-27.802194,2.191715,-0.407667,3.107298,14.226706
-1.019786,13.13475,-30.879573,7.114404,0.139166,-5.361011,12.756413
-0.466847,-0.460962,-30.20726,-0.634243,1.204891,0.175519,12.80307
2.04296,5.003909,-27.620432,2.530467,-0.160383,1.511254,11.064597
-0.347906,9.649495,-40.220424,9.412648,1.036538,-2.100195,10.886424
-1.820013,5.190003,-31.66312,3.117538,-0.332031,-2.625781,11.734436
0.0,1.494736,-32.619399,6.718791,0.470733,-2.982863,14.898003
-1.0,-2.97005,-27.760524,11.627047,0.537538,-2.837784,14.003091
0.0,-4.705771,-30.894033,3.694287,-0.156055,-1.460405,13.436884
1.103206,8.910646,-28.041346,1.087913,0.531451,-7.635398,14.13674
0.0,4.880442,-26.342179,0.577316,1.265031,-0.438058,10.670871
-1.0,3.237615,-33.752409,1.360521,1.13033,-2.332721,11.951212
1.0,4.932004,-31.438199,8.002015,0.31125,5.075515,12.981931
0.954013,5.633946,-28.992598,4.145855,1.221326,-0.378589,12.963135
-1.0,9.635103,-30.740075,10.236742,-1.260604,-5.573365,11.019949
-1.0,9.974059,-35.751608,1.18081,-0.388001,10.812458,15.668992
0.0,-8.3217,-33.116012,3.222682,0.317684,5.166859,11.762619
-1.333837,4.986294,-40.884281,12.654396,0.614308,-6.679967,12.646985
-0.938874,4.549641,-30.039761,4.584681,0.008074,-3.078858,13.841002
-1.0,1.853033,-35.359667,8.820657,0.406547,1.372912,15.565561
1.0,7.493445,-29.602774,-8.070175,-0.682709,-1.536907,11.567959
-1.0,0.8089,-39.207222,2.617514,-0.067745,-2.784706,15.661655
0.691795,-1.694214,-30.886794,-7.775793,-1.111125,-4.531704,13.283809
-1.0,7.898979,-31.812728,-1.529288,-0.515393,4.766942,14.218079
-0.479529,9.321769,-30.40504,-12.017985,1.133868,-0.610279,10.825394
-1.0,4.731231,-25.038691,12.209034,-0.112095,-1.233187,15.788118
0.203584,-1.945274,-27.911976,7.890563,0.46446,-4.99859,12.844541
1.0,5.246127,-26.5676,-7.000148,-0.702659,0.970128,10.745893
-0.59146,-3.401331,-32.844858,3.230938,0.244497,-3.558864,14.749248
-1.104425,-3.087655,-35.913858,-4.696689,-0.347672,3.092921,14.547896
-0.831818,7.497716,-26.453362,4.385043,-0.735826,-3.436322,12.601693
0.224017,-1.679365,-37.538122,8.741305,0.259484,3.25612,13.244802
0.768081,11.902003,-26.965562,-0.58936,-0.713239,-0.441937,15.51128
1.0,3.930664,-36.917712,5.721009,-1.006921,-4.497099,10.954477
1.0,7.566372,-34.897411,3.13486,-0.701832,-4.780075,15.305145
1.0,0.172643,-22.7402,4.334524,0.017109,-4.242701,10.634138
-1.0,-1.581609,-37.994938,-7.997047,-0.038647,-1.42419,15.229619
1.166612,-1.183542,-35.673833,0.591405,-0.714114,3.04653,14.360454
0.166487,-1.805654,-36.411902,-0.948969,0.429775,4.09238,10.807597
0.363853,5.187621,-39.625904,3.972904,0.446656,3.715495,11.811583
-1.0,3.096113,-37.190791,-2.131379,-0.291052,-2.110424,13.325268
-1.0,9.123064,-36.895306,10.812757,-0.194283,4.443342,13.313713
1.0,1.3884,-39.583776,-4.155895,-0.755483,-4.822081,13.418447
-0.400289,10.630524,-37.310031,21.044171,-0.302118,0.092528,12.090221
1.193632,6.610357,-37.171464,1.922733,-0.42171,-4.163157,12.443113
0.0,16.157047,-31.611651,1.292855,-0.499731,2.878374,13.006166
-1.0,13.349728,-22.794723,-4.406672,-0.47648,-5.026923,15.45679
1.023762,4.769334,-23.683885,2.277894,-0.021025,-5.712224,14.108613
0.015044,6.793512,-38.20818,0.136792,-0.163981,-2.795953,12.21184
-1.0,4.905708,-25.362426,4.66284,-0.429783,-1.25046,15.210651
0.082491,1.758164,-35.44228,4.695829,-0.501579,2.076394,11.75297
2.030093,3.768584,-27.343225,1.68389,0.455622,-8.206215,12.066052
0.398836,2.476067,-27.315689,-1.26937,-0.070842,0.772811,11.82871
-1.446207,14.83889,-31.73421,-3.336003,-0.20362,-1.069813,12.754525
-1.270474,11.776539,-35.727139,-2.050138,-0.072402,-1.49231,14.832958
1.0,12.111426,-27.907048,-3.153853,1.005426,0.61898,15.708959
0.0,5.425416,-40.172156,10.140276,0.681372,-2.252692,10.612146
2.212414,-0.707104,-36.538321,-6.539847,0.400457,0.696535,11.173064
0.938596,6.711393,-30.933213,2.320539,-0.529704,2.735693,11.675013
0.193528,13.728523,-37.390173,0.554107,1.008736,6.073544,15.489143
1.0,8.066906,-25.194302,5.615409,0.362716,-10.563729,11.393847
-0.207906,6.204801,-29.70757,8.154177,-0.297742,4.26882,14.953645
-0.122024,3.579225,-31.305351,-3.551016,0.879321,-1.314573,13.045653
-1.0,9.890579,-34.586605,7.878767,0.592133,-3.167377,10.525268
-1.0,-3.3985,-39.637486,4.92805,-0.487665,-3.011105,12.837459
0.0,5.445663,-29.390524,2.336466,0.35601,-5.090485,11.844083
1.026772,6.375777,-29.593628,8.247211,0.904261,-0.290665,11.104539
-0.019886,-2.035798,-36.784354,7.046091,-1.600244,-3.648306,10.69022
1.846968,8.008732,-33.977157,11.920241,-0.328232,0.325599,15.790574
1.0,8.988961,-31.361605,4.467258,0.150959,-7.255902,15.54172
-1.0,4.937548,-23.483837,0.564862,0.611923,-9.862755,12.016626
0.783956,5.072405,-22.568475,-4.175087,-0.037515,0.808092,13.776811
0.0,8.652829,-39.500161,-6.769787,0.284007,0.986626,10.853072
0.0,2.801701,-31.802861,-0.142613,0.802857,3.98114,13.963882
0.319051,10.994109,-36.662166,4.808325,0.236981,-0.104687,11.837294
-1.0,3.078574,-33.720198,-4.108272,-0.115161,7.301581,11.400028
0.637147,7.143036,-35.799664,-5.751526,0.211777,-1.069309,15.178171
0.0,4.409497,-25.826162,-7.760448,-1.010384,-0.057162,14.489606
-0.267038,-0.623503,-36.195008,-3.645497,0.176649,1.883956,12.872285
1.0,7.841639,-24.47255,-0.298999,0.362254,4.089365,14.367668
1.295556,5.708991,-34.941986,9.682781,-1.318032,-1.52545,13.938796
0.0,4.334197,-32.500293,-0.771158,0.807591,-3.087512,10.907009
-1.0,5.526818,-30.24781,-8.810118,0.486762,1.654067,15.54446
-1.0,5.295111,-27.677232,-1.795439,-0.348781,0.127783,14.128194
-0.83403,7.235468,-31.131963,8.298493,-0.037371,-7.109249,15.212627
0.629771,3.49976,-26.003909,-0.12681,0.247764,-0.024414,15.654727
0.0,-8.646622,-40.957197,5.898306,-0.914158,-2.232194,12.922461
-2.069905,1.959666,-25.764358,-2.213514,-0.068511,-3.489897,14.470572
0.242357,14.395605,-31.349064,8.317656,-1.154244,3.551529,15.185225
0.0,7.220956,-37.817813,-0.400587,0.597558,3.459484,15.32772
0.0,3.952833,-26.87527,11.348839,-1.067457,1.488928,12.155796
-1.421443,5.729311,-40.466162,-2.087935,0.43754,4.666902,13.689802
-0.168892,14.605918,-39.325105,-5.184625,-0.143599,2.486469,15.569012
1.0,9.429281,-37.444788,5.400144,-1.190397,-2.469133,15.729485
-1.0,-1.596585,-26.253302,4.189415,-0.71716,-0.450301,13.542255
-0.830779,-0.518682,-41.129325,4.819531,0.702294,-9.241773,12.471439
0.0,3.905077,-34.483527,2.536768,0.009043,-7.1228,12.569809
0.0,1.487077,-33.292683,-0.392681,0.621497,-5.874607,15.327171
0.0,6.741789,-39.06293,13.484327,0.424283,-2.704173,12.171616
-0.261465,12.862497,-23.547294,0.44994,0.703085,-2.188201,14.966319
-1.0,-2.537397,-28.490306,0.506462,-0.320923,0.581084,11.88822
0.503154,2.399896,-23.153006,4.967978,0.385625,1.327653,14.770587
-1.0,0.988647,-27.255323,-2.476794,1.601811,-1.856689,11.128916
-0.322476,9.662747,-30.145519,-1.48527,0.18688,1.297221,15.102504
1.572175,0.777616,-32.373169,4.945502,-0.346022,-5.879198,14.560422
1.0,8.096109,-25.456682,-3.15664,-0.549206,-9.760221,14.175708
-0.16138,8.330454,-32.860843,-8.070398,0.587513,1.509394,15.25015
-0.244833,2.595625,-39.632832,10.296249,-0.338887,-3.709065,14.443006
1.0,7.473963,-24.45702,-2.646485,-0.084725,-0.567807,15.172059
0.875859,5.491305,-30.425094,-3.159518,0.537118,-6.924615,11.0245
1.0,5.487353,-22.926384,4.225955,0.547746,0.637351,12.450433
-0.162621,6.236917,-27.606137,13.559446,-0.299105,-1.622848,14.104455
-0.17711,2.152305,-33.835893,5.536075,0.227824,3.237749,15.033272
-0.675599,9.006182,-24.614253,1.887196,0.290971,-3.996736,14.271387
0.619013,-4.546218,-29.169662,0.630235,-1.014389,-7.047901,13.839124
-1.211724,6.314923,-35.066676,6.898541,0.8878,-3.334103,15.14704
-0.179167,12.044895,-39.80405,4.225942,-1.270214,4.20465,14.773573
-0.227741,5.542725,-24.16693,-8.077856,0.898917,-3.738953,10.548693
1.0,7.334381,-23.188722,4.18407,0.025575,-1.167916,13.324318
0.191198,-0.720542,-28.043249,5.418935,0.375048,-0.287384,11.977463
0.429164,-0.179696,-27.060394,0.058449,0.245662,1.278248,12.130188
1.0,9.892008,-35.883927,11.12957,-0.054384,-6.289819,11.991471
0.0,-4.522517,-27.386917,-0.406117,-0.16372,-1.181088,13.555162
0.617681,4.80117,-31.202119,9.660296,-0.668305,-3.455218,14.66125
0.072289,2.492833,-25.300028,8.460668,0.032362,-1.592082,13.55217
1.0,2.865418,-25.582023,3.945682,-0.513095,-1.339534,10.637144
0.952437,8.03612,-35.940921,4.376678,0.523857,0.030923,13.315275
-1.0,0.708155,-41.22463,-2.648457,0.117688,-2.759768,12.580153
-1.0,-1.524528,-27.896806,-6.132508,-0.352959,-3.691287,15.693413
-0.904537,6.294552,-36.021937,5.021909,0.383205,0.959966,11.840379
1.0,4.992773,-33.422757,0.285814,-1.525742,0.837389,13.163374
0.0,-5.554124,-22.397087,-6.016085,0.305889,-0.824894,14.567218
0.57649,8.30817,-23.671026,-1.976708,-1.074161,0.723017,15.76126
1.0,2.60478,-37.976993,1.224054,1.033888,-2.624621,15.57133
0.851163,12.03757,-34.041225,6.436903,-0.350626,0.941915,10.55466
1.0,1.562262,-26.071459,4.371571,0.2174,-5.481028,15.368765
-0.049169,-1.527983,-28.112174,7.86492,0.130786,0.973,11.456024
-0.395586,1.335344,-40.541697,1.408171,0.48286,-4.157734,14.319138
-0.425939,3.766534,-31.895243,-2.999102,-0.026432,6.747148,13.006344
1.0,0.133544,-23.354341,-0.511089,0.911147,-0.388064,11.005179
0.308175,11.871506,-37.888776,3.206857,0.642675,-0.98168,11.614184
1.0,8.687708,-28.93622,7.263996,-0.469007,-8.470199,13.276636
0.073645,1.689572,-40.548865,-7.900427,0.863188,-4.748559,14.521482
0.919595,-0.980362,-28.200871,6.554126,0.210183,-2.73436,14.523258
0.735826,13.911793,-31.43074,2.930979,-0.232032,-1.688165,13.699205
-1.0,11.175899,-25.83675,1.258618,0.774871,-2.605668,13.907368
-1.0,4.786563,-32.469737,-2.85154,0.063294,-1.129705,11.028262
-0.884167,5.967624,-23.550491,12.423131,-0.878755,-1.49746,10.591512
0.112992,6.679408,-23.36484,0.523275,-0.433877,4.035714,10.662324
-1.0,4.07729,-23.328678,-1.602882,-0.421565,-3.348972,14.601289
0.213865,-2.143677,-27.548,-3.358938,-0.166,-6.283461,12.103325
-1.0,3.131138,-26.933537,12.562827,0.276904,4.30466,14.475599
2.030005,0.385384,-32.361346,5.909142,0.08042,-0.167049,10.52884
-1.138271,1.510496,-31.862411,2.044181,0.043776,2.316256,11.945029
0.011436,5.346508,-35.415482,-0.975902,0.627133,6.524133,15.167787
0.250124,3.011121,-36.377776,2.594802,0.501022,-1.585961,10.562098
-0.281437,4.02575,-23.51747,-6.648243,0.586145,-5.457589,12.416451
1.0,-2.201979,-31.59595,-15.094058,0.195,-5.608578,14.461859
-0.75244,10.334635,-34.902197,6.615534,-0.7598,-3.41294,13.079797
0.336478,4.106579,-25.109236,6.348572,-0.868869,-4.113239,15.095766
-0.450042,1.537808,-31.85947,-0.389228,0.300296,-8.445831,14.42633
-1.0,5.87033,-33.565865,2.332333,-0.85244,-1.238218,13.509966
-0.377565,0.11116,-23.196988,-7.636305,-0.408264,-6.730097,10.926876
-0.308315,7.713181,-32.940689,11.99537,1.128635,-10.54566,15.4196
1.0,5.463346,-38.310193,5.892629,0.453863,-5.742585,11.542059
0.0,-1.235951,-25.167858,1.124573,0.306363,5.585278,11.47483
0.237481,14.328632,-37.320072,0.568799,-0.12981,-2.8821,10.82221
2.501372,-5.068052,-37.062679,1.29578,0.032809,2.066062,13.57059
1.0,-5.340852,-34.585344,6.654885,0.632754,-4.422314,14.287976
-2.342425,7.577066,-22.273542,-0.995331,0.391351,4.378033,14.976253
-1.0,6.092201,-23.284987,15.855805,-0.517903,-5.533083,13.549158
1.0,-1.891595,-37.041757,-3.709654,-0.058722,-7.094447,11.6496
0.0,6.690672,-23.761004,-5.578435,-0.490768,-0.175082,10.500836
0.231747,6.03543,-33.619354,8.283506,0.156887,-1.234278,13.442407
0.0,11.259517,-36.11437,2.72987,0.550167,7.090581,12.031277
-0.05743,3.73341,-38.191142,4.477047,0.502455,2.536657,14.980259
0.014716,-3.243854,-22.231225,-3.113539,-0.463966,0.489656,10.790862
-0.517949,-0.044488,-31.363002,3.913011,-1.672704,-4.525069,15.040938
-0.087158,3.346245,-22.031297,7.516575,-0.59645,2.764731,12.940563
1.126449,2.068671,-29.789035,-0.021157,-0.908912,-7.002051,14.539137
0.231304,-0.232989,-41.232846,-0.216855,0.180242,-5.106216,10.971019
-1.0,7.112982,-35.85453,2.361433,0.288456,-6.968219,10.855084
-1.0,5.534567,-30.314432,1.933617,1.244245,2.021767,11.854271
1.0,6.580776,-37.4715,-2.87412,-0.919547,4.792191,13.377981
0.0,9.66009,-36.930448,-9.255886,0.549753,-3.979269,11.143312
-1.22634,11.287659,-36.685281,0.073317,-1.585686,-4.085319,15.454261
0.0,4.581786,-32.919842,-0.138836,0.613346,-3.522086,11.889913
1.0,5.016082,-25.891753,6.158342,0.819025,2.535479,15.32742
-1.0,8.885128,-27.665565,0.510982,-0.410266,-1.50518,13.380965
-1.0,4.084006,-29.490321,-1.830819,0.174483,-3.252111,14.785964
0.439711,-2.711926,-22.513991,-3.911763,-0.039492,9.954255,14.86099
1.0,1.764702,-34.97102,-1.792619,0.462446,0.986819,13.715062
1.0,4.778813,-36.059899,-1.775331,-0.668005,1.35405,14.359242
-1.0,0.141361,-34.271369,7.294476,-1.190855,-7.758207,15.418686
0.0,11.404369,-39.550868,-0.225944,-0.535016,-3.386658,12.351626
1.0,8.919753,-39.069989,-2.485791,-1.092703,4.051328,13.179595
-1.0,10.794934,-27.134381,-0.311419,-0.332984,-4.418181,15.757369
1.0,5.404905,-36.98183,3.5802,-1.344036,-8.091784,15.443237
-0.410442,6.023689,-28.133937,-8.381628,0.458542,-6.015187,11.71172
1.822193,3.560027,-26.064522,-0.349766,-0.915122,4.949409,12.359988
0.0,1.675786,-27.318719,-0.893916,0.443429,0.692792,12.550139
1.0,8.9032,-22.756915,-8.93606,0.603183,-4.956247,11.330841
0.0,2.775644,-28.823358,10.496628,-0.782601,-1.483404,13.772346
0.0,1.624783,-27.273941,6.40829,-1.184212,-6.205832,15.133784
-0.017605,10.395516,-33.700444,7.964903,0.600479,-0.543577,15.647606
0.0,3.154189,-39.475128,5.387338,0.512881,4.268631,11.118965
0.242232,5.089008,-38.767583,4.693254,0.413305,-1.023751,12.588511
-0.90135,5.704798,-23.757056,-0.317828,-0.345938,0.366822,14.8673
0.47391,2.185683,-39.93594,5.653551,-0.080862,-9.282217,13.855358
-2.262871,6.034277,-26.183377,-7.457771,-0.52764,-1.479514,14.859712
-1.0,13.421359,-22.134108,9.271664,-0.022579,-6.016051,15.223473
-1.0,-0.503462,-34.647525,10.083872,-0.507581,-11.250274,14.710203
-1.719569,7.611388,-37.489282,-1.493222,-0.266704,0.208368,10.806672
-1.0,1.676803,-37.65519,-2.754827,-0.228638,-1.537821,13.657697
1.0,-5.150993,-29.768841,10.175714,0.808327,-2.107178,12.982192
1.0,-0.642828,-41.17097,-4.687233,-0.515347,3.454241,12.776565
1.0,2.57362,-22.326512,6.197498,0.701669,1.16179,15.599331
0.285433,0.838954,-27.488176,2.589542,-0.163854,6.991208,14.407508
0.0,2.886509,-27.457542,8.81932,-0.200618,2.359868,13.772447
-0.356309,-1.004278,-40.319147,-6.552939,-0.020425,1.940317,12.607558
0.0,4.717285,-29.388475,5.60986,-0.249475,-0.462991,12.061984
1.0,0.550092,-26.112344,2.725468,0.092246,-5.05432,11.031147
-0.633759,7.281819,-34.62768,-7.732281,-0.126171,-1.719322,12.165676
-0.504364,6.760887,-33.699859,3.885099,0.07105,-3.649128,12.60227
-1.0,-0.705046,-37.111264,0.961145,0.236108,-1.288313,11.859158
1.0,7.581005,-33.672364,-10.619123,0.149576,-3.253105,14.996933
-1.0,2.506672,-23.347436,2.891054,0.100976,1.065154,11.997981
-1.0,-5.789614,-25.762558,-0.706849,-0.281248,-2.239,13.776011
0.409084,-1.858436,-25.28834,-8.524844,-0.628179,-2.60145,14.363028
0.339487,-4.713387,-31.557466,10.547456,-0.652198,-1.840509,10.989011
0.0,4.161797,-38.28478,-10.726826,0.174326,-9.576712,13.981455
1.0,19.814817,-26.686344,2.996206,-0.442145,-5.971021,14.058722
0.107176,5.075211,-37.551837,4.197145,-1.086205,-2.929289,13.69441
0.0,10.863077,-32.031817,-3.137455,-0.089979,-5.289839,15.526425
0.211853,1.81195,-30.443088,4.898056,-0.091119,-4.037953,12.609813
0.0,6.838974,-34.740562,-3.630084,0.968751,-3.393434,12.531259
-1.0,0.212959,-24.658068,4.422502,-0.088338,-6.151148,14.81757
-0.268892,12.870026,-30.690479,4.561176,0.521211,-5.063896,12.809531
1.374243,8.845769,-35.939916,1.765105,-0.480556,1.725008,11.68168
1.863079,2.251438,-34.010144,0.823328,-0.482574,1.466294,10.632907
-0.145914,-2.604039,-31.28594,-4.96121,-0.354081,-1.478674,13.302242
-0.112472,-1.609583,-23.171963,9.031932,0.23551,-7.324802,13.851023
0.283793,9.432384,-30.49358,4.122864,0.081797,2.857768,12.198746
-1.0,13.461403,-39.013208,2.384431,-0.010547,5.282959,15.461539
-0.038763,9.05636,-24.040726,-15.132363,-0.16811,-6.279293,14.546594
0.367673,6.990897,-26.078348,2.879325,-0.805423,0.129643,12.840755
1.0,10.925082,-29.753785,5.752134,0.314581,-2.633904,14.026637
-0.224163,6.10397,-22.526892,14.737335,0.431248,-5.425763,15.14324
-0.012179,1.738004,-40.374328,0.66076,-0.394578,2.185045,15.340233
-0.828546,3.569954,-39.817009,-4.863092,0.029163,-4.232963,13.596594
0.0,5.686078,-39.147799,-1.052486,0.096362,1.08193,13.371033
-1.236914,3.943695,-40.913072,-0.146491,-0.636266,-7.952358,11.37891
1.0,16.933134,-31.105445,5.652094,-0.147325,-7.596611,14.405875
-0.311477,-1.785129,-23.247004,-2.75045,-1.162323,-7.963412,11.870606
0.38245,10.161557,-24.351175,11.340505,-0.436307,-3.143693,12.699411
0.0,4.88939,-31.699387,-7.333588,-0.012856,-2.951557,13.065349
1.707424,13.117453,-38.675458,2.06673,-0.687989,-5.391535,15.468466
-0.790068,11.447748,-37.574175,1.533997,0.425112,-3.5505,12.061907
-0.837424,3.990116,-36.095799,6.278398,-1.043246,-3.142143,12.083919
-0.829837,-1.135144,-22.141628,-2.784164,-1.153069,-2.658749,13.938201
0.40633,2.926671,-26.660633,3.263509,0.652659,0.842358,14.30641
-0.87235,4.796471,-31.650729,1.171446,-0.294405,4.640651,15.004472
0.425606,8.047601,-28.106386,7.123376,0.383968,-2.656593,13.660734
0.83834,13.593721,-26.142679,-8.872811,-0.492496,0.425128,14.651751
1.0,10.781258,-26.500996,-5.953303,-0.683132,5.116101,13.59177
0.0,5.687511,-27.838147,2.058526,0.338798,2.261989,11.865856
1.774191,16.468478,-40.510301,-6.629459,-0.929084,1.042809,11.418068
-0.579864,-2.788374,-24.975599,-9.259489,-0.813591,-3.040777,15.219666
-1.0,3.761707,-24.1409,-3.034067,0.477062,-3.622608,14.44025
0.0,13.210479,-29.323672,4.145445,0.979439,3.069561,12.159975
0.007131,-5.495269,-24.805956,8.932365,1.144772,0.372433,12.03713
0.618899,7.647216,-22.592005,0.92472,-0.577807,1.730012,14.380269
-0.304558,8.768089,-26.756795,0.983302,0.207351,0.65662,12.721507
-0.195124,-0.271855,-34.892224,14.703665,0.269298,-3.732032,11.869587
0.0,8.797283,-33.583952,-12.643508,-1.045514,-7.887559,12.209644
0.0,-4.46452,-26.862629,5.53389,0.576986,1.143455,12.326317
0.899424,-1.586082,-35.804006,0.861319,-0.161819,-5.80725,11.474982
0.0,-10.249601,-30.03548,6.269387,0.082455,2.858641,10.753252
0.082189,-2.133812,-29.938989,-1.945399,0.593475,-1.444477,11.968999
-0.000295,2.465588,-30.252316,-1.374272,-0.727342,1.892906,13.151541
0.0,3.928298,-39.74703,1.394432,-0.374111,0.46891,12.854094
-1.0,6.208277,-25.327387,0.677705,-0.466413,-0.232701,13.658825
-1.0,-4.607149,-31.370602,8.272244,-0.066156,-0.713989,14.290479
0.18914,5.465476,-38.134131,5.66002,0.194864,6.268904,15.724811
1.0,-1.574581,-25.691896,1.459259,-0.530685,0.036388,13.463469
0.0,1.560537,-31.690427,3.985487,0.09896,-4.948285,11.344608
1.254788,10.952355,-32.859047,-5.501027,-1.114704,-3.233932,12.689842
2.077639,5.64514,-28.58734,0.709442,-0.302017,7.172563,13.215422
-1.390266,-6.023954,-24.88184,2.233272,0.970385,-0.896702,15.622288
1.0,-3.643139,-38.851501,-0.161917,1.258654,2.745796,14.369511
-2.545554,9.056505,-34.545125,0.453466,-0.204302,-1.963813,14.33158
1.0,-3.866853,-35.606397,-2.72308,0.058485,-3.904894,10.756797
1.0,-4.756052,-28.202555,-7.052645,0.480191,2.966573,13.716479
-1.0,8.488946,-23.196025,-0.035759,0.58412,-3.863076,11.070825
-1.0,3.060344,-30.971573,-2.501096,-0.265113,-7.526674,11.484023
-1.915692,10.080179,-41.120721,1.775794,-0.469445,1.175489,11.690034
0.0,8.089671,-22.954261,-0.566386,-0.092282,-4.767726,13.886162
0.123649,4.498662,-35.828177,1.866197,-0.209984,-7.272415,15.376619
-1.0,5.134317,-30.267181,3.117967,0.763961,1.139347,14.788623
-1.0,5.140804,-27.603647,-4.62985,-0.764463,-0.492229,15.056198
0.0,11.474984,-39.521289,5.391915,0.330168,-4.656405,10.884967
0.0,3.433571,-25.607722,-1.661221,-0.032768,1.599855,15.755117
0.0,4.262671,-25.793075,5.731836,-0.585207,-7.177893,11.823404
0.0,2.219924,-24.743748,7.882328,-0.989037,-2.27599,13.681539
-1.0,15.373723,-29.476795,-4.787135,-0.799214,-2.646538,12.312338
1.327433,-4.228079,-23.320053,-0.293501,0.051916,-5.114716,11.762992
-1.0,13.227164,-25.706847,5.638392,0.269161,2.76126,10.86606
0.553167,8.361748,-24.969967,1.112552,-0.973849,-6.044927,13.173493
-1.0,8.713747,-32.440055,0.86256,1.140604,1.227438,13.65276
-1.0,-1.837414,-36.776654,-1.204393,0.062174,0.818919,15.007529
0.0,7.120287,-24.679015,0.546952,0.593897,-3.914473,14.167895
1.0,5.528747,-27.133139,-10.38478,0.442903,12.213922,15.352719
-0.015565,9.669254,-28.136305,7.330322,0.059185,-0.646887,15.131981
0.0,-8.142601,-32.582072,4.136798,0.722133,-9.045824,13.35199
0.0,2.246204,-38.277857,-7.772318,0.503576,1.779659,15.276981
-1.0,7.759844,-34.715929,-8.950209,0.522974,-13.868932,14.039682
0.0,4.332465,-32.403045,1.344906,-0.994283,-5.134032,13.358042
-2.978378,3.167709,-27.634827,1.494498,-0.125613,0.755728,15.554638
1.523094,5.049757,-38.290221,-2.831588,-0.043622,2.225363,11.99234
0.136555,5.389854,-25.520071,4.324886,0.49158,-0.059686,12.12748
-1.0,8.176774,-24.09481,2.950389,-0.891193,0.480392,11.077162
-1.138605,5.327268,-27.123419,-4.591825,0.076284,8.395996,15.403529
0.232709,-8.530494,-33.508069,-7.786652,0.00315,-2.277701,15.484614
0.390972,2.585806,-27.463876,-1.756255,0.219445,1.417993,13.908494
-1.0,-2.222925,-39.741067,-3.237802,0.745173,-0.043229,12.838453
-0.169903,7.183503,-39.113818,0.921588,0.212319,-5.8144,11.796413
0.807348,6.265213,-36.400571,9.315433,-0.177194,2.783858,13.4595
-0.799121,-0.094408,-28.155017,-3.431142,-0.296293,-5.501532,12.585041
0.598875,0.677225,-29.689498,2.99311,-1.260216,-5.251462,14.066124
0.0,-3.055893,-31.716521,-7.525393,-0.224819,-2.64013,15.500914
0.0,16.56245,-36.039015,3.53437,0.402023,1.111835,15.633752
0.526802,-4.093531,-35.472522,-4.673909,-1.132057,4.023696,14.072166
1.0,10.579974,-28.187853,-7.561377,0.141499,-1.739881,11.04854
1.840534,11.635834,-23.44175,7.44359,-0.253624,-1.848406,12.701269
0.0,5.984675,-26.842041,-3.123022,0.178937,1.299263,14.025433
-0.220658,4.41578,-27.60865,6.683654,-0.098469,-3.297677,11.305813
0.845321,6.528644,-38.611942,-0.704434,1.077171,0.632839,13.996543
