fp_δ90,bh_δ91,xr_φ12,gy_λ73,zx_φ14,zx_λ75,qv_φ16,xr_ξ7
0.873775,37.916845,-2.401532,-1.0,-1.0,32.312194,4.269087,-0.339999
1.0,27.803643,0.0,0.32002,2.689121,39.507851,-16.810398,0.797835
-1.0,36.132724,1.118221,-1.242088,-1.0,42.069695,27.899415,0.039688
0.854635,36.417219,1.0,-1.0,-1.0,54.904934,-1.09808,-1.0
1.0,29.828874,0.156067,-1.075575,0.713686,55.38936,-12.559098,0.217398
0.0,39.012091,0.739265,-0.562908,0.117927,-24.259791,-10.589476,0.0
1.855687,32.369911,-1.0,-1.580723,0.278631,57.207484,-7.123061,-1.052247
1.0,37.205022,-0.297209,-1.219102,-1.0,-36.306717,28.544097,1.0
-1.0,21.794707,-0.905601,-1.89975,1.0,58.818638,16.348333,1.0
-0.099977,28.372444,0.665543,1.0,0.393047,42.901964,35.444141,1.0
1.0,29.69299,0.0,-0.441766,-1.0,19.32417,10.898769,0.989956
0.126359,24.245749,0.933247,-1.0,-0.124854,-42.453965,13.063225,-1.202125
0.741455,38.382307,1.0,-0.77903,0.828623,-4.318611,27.107061,1.028359
-1.0,22.106812,1.0,1.0,1.0,-29.593357,15.717729,-1.0
0.839884,23.171062,1.0,0.558344,-1.0,-18.9079,-14.202893,0.520678
-1.0,37.566295,0.307507,1.735459,-0.082242,58.242641,7.931374,1.0
0.0,28.486359,-0.212749,1.005229,-0.647772,58.29967,-14.578291,-1.0
-0.179341,36.797746,0.336612,-1.0,1.0,3.011221,3.433088,-0.240876
-1.403729,33.881269,-0.854694,0.0,1.0,35.833784,-21.156689,0.985593
0.577281,32.312435,-1.0,-0.522235,0.0,-32.096244,-16.118798,-1.0
-1.0,26.310459,1.0,-1.0,1.0,2.078977,-20.69695,-0.077866
-0.744146,30.584284,1.0,-0.658641,0.0,-7.397832,6.391407,1.0
-1.242414,30.032797,0.136737,-0.666608,-0.761367,-33.473996,-17.687626,1.0
-0.274635,34.657258,0.0,0.0,-0.328444,-14.726329,-2.460035,0.0
-1.535501,22.237401,0.324216,-0.547307,-0.680872,16.213763,2.668143,0.0
-1.629063,21.605172,-1.356968,0.0,0.0,-16.164268,10.258635,1.841028
0.491538,32.994015,-0.540467,-0.022276,-1.0,-7.471501,-18.980915,-0.101985
1.0,29.643518,1.0,-0.835215,-0.3339,38.871917,-19.081406,1.0
-0.861967,39.319961,0.840328,-0.419301,1.218949,38.752324,8.049647,-1.0
-1.0,21.811483,-1.517179,-1.0,1.0,-8.531817,21.58166,0.536521
2.114916,26.04254,-1.0,0.146261,1.0,-37.048648,6.716171,0.0
-1.0,23.631342,-0.790222,-0.580534,-1.0,22.63658,14.772796,1.033769
-0.854097,39.586429,-0.430551,1.0,-0.430944,24.55066,22.250412,-1.629357
-0.705723,35.881379,-1.0,-0.218558,0.0,40.766923,2.684528,-1.144774
1.0,36.900949,0.514744,1.3712,1.0,31.120308,26.418333,1.0
0.0,24.059887,-1.0,0.0,1.0,35.847434,-9.628946,1.0
-0.767373,29.015266,1.0,-0.861379,-0.095785,44.942846,30.186443,-1.74082
-1.426685,36.225065,-1.0,0.238916,-1.0,-33.331577,-4.306632,-1.0
-0.269994,25.113351,0.0,1.629585,-1.0,-25.144284,33.561884,-1.0
1.456555,30.361871,-1.0,1.0,-0.130854,-37.548344,-17.721512,1.0
-0.111554,33.859859,-1.0,-0.636003,1.0,-6.277438,26.470844,1.0
-1.513365,34.242507,1.0,0.659275,0.0,17.37177,31.940743,0.174931
-1.0,37.849766,-1.0,-1.0,1.0,-24.587149,25.225194,-1.0
-0.097367,27.623603,-1.180391,-1.0,-0.107124,35.601506,-21.943878,1.0
-1.0,26.080481,-0.907146,-0.60873,0.146975,-41.248701,-15.568833,-1.0
0.204281,37.274323,-1.959689,1.0,-0.824679,-1.235287,20.969791,-1.0
1.0,35.058847,0.002428,1.0,1.0,-5.988454,-3.925125,0.66975
-1.414031,25.210493,1.729868,1.0,-1.0,8.681591,35.731071,-1.0
1.266939,38.917514,0.0,-0.729384,1.0,21.609203,14.923481,0.0
1.0,37.605882,-0.126096,-0.248643,-0.124099,-26.4925,27.092843,1.0
0.0,38.897891,-1.0,1.0,0.013453,-15.23165,25.253644,1.0
0.0,36.171448,-1.0,-1.0,0.0,22.345936,18.122023,0.108595
-1.077569,23.840878,-0.036192,0.261576,-1.0,46.189763,21.583064,-1.181575
0.0,25.588531,-1.0,-0.894925,-0.449505,-7.059961,14.363396,-1.0
1.0,32.397955,0.0,1.054249,-1.0,-40.825828,8.868349,0.0
0.0,26.564732,-0.766634,-1.0,0.0,46.708298,-10.642901,-0.606374
0.873887,35.238518,-1.0,-0.872436,1.0,-16.745748,32.610588,-1.0
1.0,37.332318,-0.334696,-0.353703,1.0,24.482738,9.099055,1.0
-0.822793,22.721589,-1.0,0.0,0.0,13.065758,28.510008,0.614486
1.0,24.644735,0.0,-1.0,1.0,-38.917252,-2.617653,0.0
0.0,25.371363,-1.0,-0.317476,-0.479641,-26.164814,-19.311056,-1.559098
0.192976,23.502644,0.653179,0.64179,-1.0,45.404116,-2.127579,1.0
0.921892,37.815225,0.0,0.0,0.0,14.149211,-6.99254,-0.125335
0.525525,29.642682,0.0,0.0,0.769854,1.579981,26.990212,0.0
-0.011748,33.404871,1.0,-1.24885,1.0,30.504181,20.540659,0.0
0.926607,31.149845,0.186441,-1.312071,0.0,49.303533,3.663215,-0.417121
0.0,34.389147,0.0,0.201791,-1.0,3.753307,-7.179935,0.586556
-1.034749,36.592467,-1.0,-0.686727,1.0,1.099406,27.852725,-0.411907
0.703425,34.35151,-1.0,1.0,-0.899069,-22.373254,-0.538304,-0.817428
-1.0,32.679357,-1.0,1.455645,0.0,-17.462394,20.702928,0.820869
1.0,37.127674,0.29807,-1.101752,-1.0,50.595198,-7.817506,0.0
-1.0,38.865822,-1.0,-1.0,0.0,55.238519,22.498455,0.0
0.0,26.57131,0.298026,0.0,1.0,-9.427744,35.209446,-0.576427
0.0,34.503054,0.0,1.0,-0.409215,45.019921,26.167539,1.0
-0.386263,21.869877,0.751739,-1.184965,0.0,44.373702,-0.360618,1.0
-0.772423,23.598214,1.840104,0.0,0.205932,42.481884,-17.946672,-1.0
-1.0,37.453466,0.196213,0.447076,-0.859788,17.494285,-13.180365,-0.734426
0.156674,22.348182,1.0,0.290947,1.764403,-35.395091,0.962217,-1.0
0.537407,24.318276,-1.0,0.407192,0.0,-15.320946,24.61525,0.236718
1.0,27.980291,-1.0,-2.438648,-1.471965,35.344249,34.631018,0.0
-1.0,30.260871,1.086622,1.0,1.0,-44.922647,-16.571149,0.596672
0.0,25.933488,1.390732,1.0,-0.997646,19.257359,15.302781,1.0
-0.403065,25.828001,1.310806,-0.12587,1.773569,-35.042593,22.77859,0.342608
0.47612,33.134621,-1.0,0.0,1.0,26.598638,7.430076,0.754119
-0.649395,22.16853,-0.102091,0.0,0.112102,56.712234,34.094044,1.62876
1.392145,29.503539,0.0,-0.897866,0.0,11.552315,-2.739862,1.0
-1.0,36.088922,-1.202623,2.327608,-0.055012,5.162804,7.774883,-0.849558
0.741007,21.933594,0.411864,-1.312393,-1.0,-34.364506,16.026048,0.0
1.0,34.5856,0.026961,1.0,0.0,-6.754819,5.226131,0.0
1.0,29.352481,0.810363,1.0,-0.98815,-5.355373,35.442733,-0.697528
-1.0,37.601692,-1.0,0.0,-0.867485,16.488077,-13.513793,1.0
-1.0,30.02435,0.0,0.0,-0.278315,52.556242,16.490751,0.0
-1.0,22.622458,-1.0,0.0,0.0,-36.459442,-16.707987,-1.0
1.0,23.196282,0.870251,0.938547,-1.0,-25.617385,-4.075136,2.123264
-0.114624,24.350481,0.0,0.0,-0.235409,-7.162597,29.633256,-1.209162
-0.814629,27.282526,1.0,1.322838,1.759809,54.13647,-0.3074,-1.0
1.0,29.948868,-0.416009,-1.0,1.0,26.461216,-9.343538,0.0
-1.094513,29.916832,1.0,-1.0,-0.887437,-5.07079,3.86538,0.928357
0.820169,35.911912,0.481493,0.180563,0.0,7.460637,18.869278,-0.518441
1.0,26.167314,2.356883,0.509966,-1.0,-32.711486,-10.301134,0.0
0.0,23.982484,1.0,0.229369,0.0,18.076356,10.721736,0.771904
0.978544,37.725556,-1.0,1.0,0.0,38.201307,33.652842,0.205511
1.160867,32.016458,-0.036807,0.799087,-1.607385,45.881773,-13.490078,1.0
0.0,24.647436,1.0,-1.0,-0.686625,49.56209,-10.560888,0.0
1.0,26.426079,-1.0,2.399092,-1.0,6.546328,-15.602173,0.0
0.068419,29.668854,-1.0,0.0,1.0,46.226061,-19.024639,-0.426594
-1.0,29.854964,0.407304,0.448915,0.0,-29.686852,-8.281913,0.0
0.765117,30.446736,-0.715295,0.0,0.274838,51.356243,-19.066562,0.0
-0.085657,26.207119,-0.176939,1.0,-0.541346,26.915993,11.901961,-1.0
1.588821,31.712343,-1.263271,2.067543,1.0,-23.600758,-13.302283,0.430646
0.131198,38.025401,0.980858,0.0,1.0,-35.390001,16.597594,-0.130885
-1.0,23.680526,0.0,1.327664,1.0,3.860668,31.734483,-1.405432
-0.836844,28.426144,1.0,-0.078196,1.0,-36.165202,15.321929,1.0
0.0,36.724626,-0.892066,1.0,1.0,-44.041014,-4.842257,-1.0
1.646599,22.979554,1.0,0.126146,1.0,35.817346,32.910963,0.0
-1.0,36.615363,0.506099,0.0,-0.237178,3.894274,29.75074,1.89777
-1.0,38.787102,-0.564495,1.282501,1.0,-15.406851,-21.551674,0.0
0.0,28.326938,0.0,-0.114957,-0.93904,-2.183337,36.380433,1.647497
1.324539,34.811459,1.0,1.0855,-0.530694,-44.935275,-21.408802,1.0
1.59026,38.240318,1.0,0.009016,1.0,22.208401,36.236401,1.009217
-1.520704,29.597689,0.061344,1.60686,-0.599081,14.45552,2.008911,1.0
0.0,31.538703,0.361502,0.0,-1.0,41.192699,-5.987714,-1.0
0.0,27.921027,1.621903,-0.738201,-1.0,10.216205,29.761578,-0.217661
1.02145,28.390004,-1.0,0.191812,0.811266,24.595918,35.890574,0.482065
-0.85895,30.107859,-0.214263,1.0,0.846818,12.502025,19.922427,-1.0
0.0,29.666873,1.0,-0.199091,-1.0,5.433126,15.233461,-1.0
0.919112,31.112619,1.0,1.0,0.0,-22.920411,-11.159258,-1.0
0.699811,37.776611,1.0,0.0,0.0,-34.273348,32.238114,-1.0
-0.174543,34.521918,-1.0,0.0,-0.075234,8.836264,-18.338829,-0.297582
0.0,26.239757,0.853725,1.0,1.0,11.942711,22.29845,-1.0
-1.0,21.819102,0.425504,-1.0,0.0,32.095045,13.313259,0.0
-0.779973,27.90971,1.212307,1.0,1.0,-46.518016,-13.542577,1.0
0.135529,25.968645,0.813982,-0.087086,0.402611,2.279091,22.793562,1.0
-0.274618,27.607942,-0.392602,-1.0,1.0,-9.445567,-1.040839,-1.80768
1.0,23.350855,1.0,0.935919,-0.25875,-1.743393,-3.845887,-1.0
-0.588077,30.770365,0.101899,0.0,0.214756,34.510829,22.024561,1.0
-1.272312,36.936735,0.470627,-1.0,-0.981378,-46.099232,-18.889497,0.54355
-1.436688,22.220534,1.0,0.0,1.025682,45.28127,-22.279246,-2.353273
-1.0,39.011696,-0.453327,-1.0,-1.0,-38.417721,19.984341,1.038804
0.598756,33.394563,3.165063,-0.412015,-1.500622,36.461583,29.595753,0.030223
0.0,31.508926,1.0,0.314277,0.0,49.277913,-18.244191,-1.435929
0.0,38.467857,-0.576811,1.0,-1.0,3.425637,17.788928,0.0
-0.75317,34.203374,0.0,0.0,-0.588565,6.081127,-12.533214,-1.478368
0.154201,28.412408,-1.019809,1.0,-0.426451,-26.636335,10.454478,-0.485366
1.560318,22.091772,-1.0,-0.144983,1.141741,8.053913,32.532085,-1.0
1.0,21.921995,-1.0,-1.001749,1.905182,41.019601,7.606603,0.0
-1.0,27.264532,-1.089611,0.310278,1.860156,54.902553,-17.392972,0.0
1.0,36.597475,-0.351171,-1.105931,-0.962742,55.655364,-12.142913,-2.094757
-1.204242,34.153681,0.0455,-1.0,0.076659,57.863764,5.257456,0.969642
1.0,32.439017,1.0,0.55918,-0.189453,-11.528271,-7.283678,1.723013
-1.0,25.761828,-0.127774,1.0,-0.117188,43.548103,-10.315783,1.0
0.0,33.400228,0.108937,-0.921342,0.0,3.313554,16.860489,0.0
1.0,33.161071,-1.0,-1.0,-0.947975,-31.915734,3.085798,-0.004626
0.829791,30.888464,-0.034465,2.128909,-1.0,44.398321,-5.249967,-0.876577
1.0,34.840187,0.099429,0.0,1.0,-29.251129,-21.228637,1.0
-1.213389,23.74653,1.077974,-1.0,-0.588954,-17.580086,34.650586,-1.808829
0.378527,32.075729,-1.0,0.586733,-1.0,-10.917595,-22.415802,-1.0
-1.0,22.337347,0.0,0.0,-2.605047,9.408441,-20.655356,1.0
0.002532,35.398925,-1.0,1.912278,-1.54431,-14.927571,29.434135,1.0
-0.84419,38.039476,-0.636092,1.0,2.222802,-16.164123,24.72777,1.440582
-1.0,26.316167,1.0,0.262514,-0.759883,-19.854921,26.248267,0.610468
0.302672,30.816941,-0.648589,-1.0,1.0,38.482642,15.721461,1.953294
0.0,23.907673,0.0,-0.598091,0.724978,26.422511,31.28697,-0.474859
1.0,37.403723,1.0,1.0,0.0,52.64516,3.143061,1.0
-1.787713,36.712012,-1.0,-1.0,0.0,-24.332708,18.534218,1.0
-0.372029,27.047706,-0.654782,1.0,0.172843,12.746779,4.976042,0.0
-1.0,26.080314,1.0,0.107401,0.0,51.641662,-11.60819,0.0
0.0,33.752894,-1.0,1.0,0.632994,-9.806005,18.170723,0.804147
-1.0,31.903959,1.0,1.0,-1.234852,-19.472356,-19.477832,0.0
-0.654442,26.658883,-1.0,1.174264,1.0,40.806743,-11.07871,0.0
-2.883771,28.132362,-1.0,0.350839,-0.194527,56.407521,-14.655533,1.0
0.612747,29.871271,0.31751,-0.435655,-0.000166,13.389075,-17.519672,-0.591588
-1.0,24.362225,0.0,0.012298,1.0,29.593459,26.221805,-1.0
0.0,29.486087,0.0,0.0,0.711714,59.170134,6.828223,-1.0
0.0,26.331372,0.848253,-0.748766,1.0,-39.923386,32.619266,-1.0
0.941983,34.006611,0.0,1.0,-0.377655,12.26602,-9.585803,-0.857176
-0.657988,32.90432,-1.0,1.0,1.0,14.287651,32.938801,-0.392718
1.0,25.374317,1.0,0.70701,0.0,-28.541448,12.659595,0.249933
0.0,23.71565,0.0,-1.289963,1.715131,52.676174,-6.153779,0.52087
0.0,28.200489,0.0,1.0,0.42276,0.612015,16.001479,1.0
0.0,39.589488,0.461658,-1.0,0.307721,-24.367901,-21.555555,-1.230001
0.760315,28.01087,-2.051069,0.540036,0.16506,44.826391,31.588279,-0.784907
-1.0,39.315267,0.994938,-0.110607,-1.0,-7.036595,22.621477,1.0
-0.131088,31.061273,1.0,-1.0,-1.0,-34.070395,13.545127,-0.937586
-1.0,35.336325,1.021383,1.0,-1.420821,50.672389,-9.171068,-0.418928
-1.0,23.113266,1.106966,0.0,-1.0,22.34401,36.192949,-1.0
1.0,26.597767,-1.0,1.0,-1.0,-32.708368,21.859755,-1.0
0.901829,28.721241,0.005371,1.0,0.096575,-27.330769,14.405381,-0.692486
-1.0,24.882155,0.0,-0.776323,0.0,-3.093578,-9.404329,0.0
1.382508,22.398394,0.0,-0.173695,-0.189615,23.632422,-20.45372,-0.048883
1.0,31.141678,0.34277,-0.107898,-1.079243,58.962317,17.287636,0.0
1.0,33.731269,0.569419,-1.0,-1.648763,-42.987739,-19.349647,0.458847
-0.171233,36.029788,-0.687779,-1.0,0.0,28.167676,23.231153,0.226091
1.0,26.549551,0.984205,1.379991,1.0,31.636175,-15.997369,0.0
-1.0,33.526211,1.0,0.0,-1.0,57.104843,-12.135732,-0.233298
-0.256934,29.158101,-1.0,0.327992,-1.0,38.591186,28.175643,0.932454
-0.3357,27.428945,0.0,0.557766,-0.882361,19.71392,28.407229,0.333945
-0.616064,30.694178,1.522144,0.515769,0.349615,30.733633,-15.912867,0.189213
-1.0,26.161241,0.162552,-1.0,-1.0,44.290187,13.711674,-0.737605
0.0,23.402511,-0.468589,0.735724,-0.153775,20.649473,32.800443,1.0
-0.753032,26.380132,0.412164,-0.360754,-0.457449,23.877536,-9.145225,1.0
-0.229146,29.813279,-1.0,1.0,-1.0,-36.626318,-19.153803,-0.547349
-1.201557,29.122911,1.0,0.0,0.0,-21.774003,27.128812,-1.0
-0.787375,23.828715,-0.312431,0.0,1.0,-36.932323,-1.384493,-0.363719
-1.240577,23.179231,-1.0,1.176237,-0.256471,18.215083,-0.560372,-1.0
0.0,30.127813,-0.194829,1.0,-1.855812,55.513308,34.21994,-1.288712
0.0,35.312782,1.173624,-1.264674,-0.15987,25.378761,-17.694856,1.0
-0.583239,34.799654,0.937129,-0.611324,-0.766493,25.473333,16.437509,0.581203
-1.0,33.752746,-1.0,1.0,-1.0,-5.532483,22.750545,1.0
1.0,37.095557,0.0,0.034803,0.0,-45.128868,21.829138,0.418708
1.0,29.580003,-0.849055,0.186975,-1.0,51.128673,31.881701,1.0
-0.166601,34.674721,-0.305816,-1.0,1.0,41.797477,-12.13376,1.0
-0.892495,34.745008,-1.539222,-1.0,2.213326,58.759203,8.640786,1.0
0.0,27.431107,-2.04178,1.0,0.314999,11.266639,25.979553,-1.0
0.470193,38.143615,0.1885,-0.768622,-0.861576,-24.274051,29.899585,-2.016382
-0.048368,30.497992,0.245938,1.0,-0.485462,25.015377,16.271418,0.0
-1.105741,30.677052,-0.182869,0.0,-1.0,17.85042,31.228513,0.0
1.0,24.242562,1.0,-1.787493,-0.829146,12.288639,-14.034351,-1.0
-1.0,28.808787,1.0,-0.091895,1.0,57.067139,31.304796,-0.080282
1.0,38.94979,-1.0,-1.0,1.0,-26.407593,30.70984,1.0
0.0,27.135195,1.0,1.206584,0.0,24.035339,-11.453526,0.0
-0.806894,28.733962,1.0,0.0,-1.0,-42.088057,15.627095,1.0
1.0,36.635111,0.0,-0.016035,0.0,-7.176021,14.622936,-1.0
-1.0,28.314823,0.0,-1.295847,-1.097339,-18.970649,-14.037641,-1.0
-1.069928,23.439138,0.0,-0.450115,0.310805,28.751395,-18.034909,1.0
-0.84946,30.550844,0.0,-0.320157,-0.812868,26.66457,-3.1172,0.988064
0.330086,34.611266,-1.0,0.0,1.0,45.148971,-20.858841,-0.299374
-0.66898,36.668692,-0.775088,0.776078,0.618056,57.417574,-1.145057,1.0
-1.46315,37.855172,1.934594,0.0,0.108373,16.325607,-15.002152,1.0
0.13883,22.425967,0.992853,-1.0,1.0,5.778258,-17.590711,0.644396
0.979945,34.590398,-0.425404,-0.521982,0.0,-4.968059,-17.692716,0.881686
0.25178,39.652167,0.0,0.601436,0.0,34.824495,10.586678,-2.334598
0.0,36.777593,-0.975493,0.044343,-0.202329,12.824039,-6.95449,1.167539
-1.0,32.108529,-0.47676,0.958034,1.0,33.197448,27.725551,-1.0
0.192556,36.008989,-1.0,0.0,-0.711545,22.319785,16.410081,1.566335
-0.071011,22.578113,-1.34627,-0.273951,1.0,20.740348,-2.109979,1.050229
1.341654,36.875031,0.840932,0.0,1.0,50.288378,15.04686,-0.40507
0.879123,27.086959,1.0,0.0,0.0,-0.457089,2.401132,0.0
2.162006,24.314844,-1.283846,1.0,-0.025536,13.660342,-2.353448,-0.75246
0.0,30.899432,1.0,0.0,-0.64137,-0.933676,-0.387195,1.0
1.050343,33.428678,-1.21146,0.0,0.627644,23.291482,16.099077,-1.814469
1.251038,26.150076,1.842515,0.0,0.610392,40.424591,-4.57646,-0.006184
0.0,29.768071,-0.866506,-1.0,1.0,10.322003,-5.489982,1.0
-0.972634,37.762875,0.062231,0.431369,-0.547122,49.041563,-12.370919,0.242925
1.797538,29.1575,0.0,1.0,1.467282,18.711075,10.478154,1.0
-1.0,21.9079,0.0,1.0,0.345051,18.635617,21.516124,1.739768
-2.627532,34.035773,1.0,-0.962078,0.320043,46.29258,0.226992,0.0
0.0,33.750427,0.0,-0.64162,-1.413476,-16.311718,-15.105356,0.810417
0.0,34.905816,0.0,-0.815116,-1.0,13.219511,1.825071,-1.0
-2.420321,37.800285,-0.0056,0.403408,-0.299419,15.028721,27.919816,1.0
-1.0,27.524383,-1.0,0.0,0.403294,3.973199,-2.191453,0.25196
0.056648,28.541206,-0.418999,0.778845,0.107381,41.802968,-6.344348,0.288738
0.0,28.229774,1.559359,-0.675402,1.743935,-45.119713,-9.454363,-0.265123
0.0,25.847679,2.326468,-1.0,1.0,-27.263543,-0.234124,0.056735
-1.0,38.510196,0.584835,0.0,1.572092,-16.02564,17.420632,-1.156517
0.0,37.204005,0.097467,1.0,1.0,22.374345,22.377151,-1.0
0.132647,33.663269,1.35417,1.0,-1.0,-6.80762,-9.516503,-1.0
-1.452825,35.45661,1.0,0.453552,1.0,16.256962,-11.510506,-0.305619
-0.499879,22.046216,0.666431,-0.212446,-1.0,48.179425,-16.93845,0.0
-1.0,27.810526,-1.0,-0.441195,1.0,-35.285794,9.421917,-1.0
-1.452893,23.108349,0.038684,0.509383,-0.906079,-5.018698,-13.415756,0.0
0.0,28.55008,-1.389681,1.0,-0.101843,37.729932,34.997635,-1.0
0.903317,25.580119,1.0,-0.261597,0.180385,60.335969,17.987188,-0.965134
-2.767547,32.359016,0.002483,-1.0,-1.0,-12.369255,-4.647597,1.887332
1.0,28.4654,-1.0,-0.217892,0.206139,-9.336878,-5.253543,-1.0
0.0,35.633476,0.0,1.0,0.114989,6.031117,35.641252,1.0
1.226765,23.401722,-1.0,1.143439,-0.221109,9.989742,12.891712,-0.976451
-0.252877,23.863235,-1.0,0.73732,0.0,-8.069421,6.246278,0.0
0.44133,34.079787,0.763347,1.0,1.0,40.456406,16.511699,-1.0
1.687987,36.557399,0.0,1.0,0.544527,-39.752879,-0.308049,0.631153
0.0,23.678602,0.202981,1.0,0.68177,3.57248,26.159587,1.011486
0.0,26.492681,0.0,1.0,-1.0,19.500372,-6.270516,-0.018857
-1.0,25.955078,-0.310826,-0.405246,-0.165201,-24.936933,26.806226,1.0
0.384449,28.548807,-1.626613,0.0,-1.12593,-32.562446,0.256804,1.0
-1.0,28.415643,0.349039,-1.0,-0.739966,49.467092,7.597486,0.0
0.156875,39.63496,0.799894,1.0,-1.0,-13.278121,-6.315417,1.0
0.961811,32.048602,-2.638986,-1.0,0.189311,52.451885,14.050198,-0.589416
1.77833,37.079507,0.0,0.0,-1.358012,15.182394,13.882448,0.0
0.0,25.392529,0.0,1.0,-1.0,9.652902,-10.294682,0.0
0.36067,25.8455,-1.0,1.0,1.0,17.619471,31.079723,-1.0
-0.380875,34.272184,-1.323239,0.012555,0.0,-10.705676,-19.861365,1.99876
1.194837,24.365162,-1.020681,-1.0,-0.668831,-20.544383,1.722826,1.0
0.634879,30.067588,1.0,1.0,1.0,-37.570072,6.773528,-0.256818
1.0,34.060353,-1.0,1.0,0.05408,20.396649,23.434488,1.0
0.293939,24.71713,-0.115352,0.0,0.289639,3.679979,8.363725,1.0
-1.369738,27.74114,-1.0,-1.0,-1.0,7.914648,8.357732,-0.945382
-0.908987,24.410625,0.321752,1.572554,0.153392,6.288673,-20.359764,0.495203
0.0,36.428466,-0.219569,1.0,1.0,36.917896,28.176434,0.759482
-0.047052,26.216549,1.0,-1.231755,-0.579572,-2.475439,7.371038,-0.419919
0.109986,23.346417,-1.0,-1.0,0.672822,-46.876604,-1.637355,1.0
-0.129897,28.391974,0.531641,0.129949,1.234087,-33.341899,-14.865849,1.430152
1.0,32.160031,1.0,1.445218,1.0,14.225672,18.585479,-0.554914
0.0,23.861001,0.0,1.0,1.0,29.266425,20.722505,1.0
-0.003695,36.105651,0.918863,-1.0,0.886826,14.545864,-13.33332,0.158338
-0.521903,22.917608,0.148069,0.820113,0.0897,54.490276,25.031166,1.0
-1.0,24.148332,1.146549,-0.06107,0.038269,-39.918034,-18.686982,1.0
0.0,35.590409,1.0,0.0,-1.0,-23.849355,13.569961,0.177353
1.0,33.90044,0.797107,-1.0,1.0,-3.978665,-5.533179,1.0
-1.0,30.539672,0.606892,-0.038453,1.0,39.5416,15.156934,1.416267
1.0,32.112962,1.0,0.201174,-1.0,18.124432,13.074985,1.0
-0.506774,35.191914,-1.0,1.115677,-1.0,-3.564818,-6.8809,-1.0
0.094084,22.878662,0.0,-1.0,-0.48604,-34.235883,-9.264264,0.243312
0.0,38.254192,0.0,0.0,-1.0,-20.233119,-12.386676,1.221425
-1.0,27.097447,0.0,1.0,-0.156388,-10.995422,16.709693,-1.0
0.330447,29.410307,0.0,0.0,0.0,55.644409,-16.645312,-1.0
-0.414919,32.565884,-1.481653,-1.823995,1.0,21.471485,35.685302,1.0
1.0,35.019008,-0.434309,1.0,-1.0,-41.720063,22.048126,0.313989
0.143717,39.658426,1.570011,0.215309,-0.01986,-28.244149,-21.3523,1.0
-0.333225,23.203834,-0.413294,0.925226,-1.0,14.291766,14.230576,-1.491078
-0.683649,32.694111,1.107871,0.0,0.525119,-15.598849,-6.88052,1.0
-0.546631,29.467483,0.579581,-1.0,-1.0,-44.395546,-21.236718,0.427409
0.061492,28.145477,0.0,1.0,-0.066039,20.72438,19.947909,1.0
0.502978,32.150937,1.0,0.0,1.0,27.965357,-6.118642,1.06265
-1.0,26.350286,0.94923,-1.406288,0.016557,41.392343,30.552687,1.397575
0.0,36.71296,-1.374167,0.0,0.953104,-11.582714,19.172605,-0.228349
-1.0,33.311251,0.0,0.457391,-1.265794,5.272208,3.895974,1.642789
1.0,23.315361,1.057149,-1.0,1.0,47.302435,24.878831,0.0
1.185516,37.455974,0.557541,-1.0,1.545304,-28.426329,34.281448,0.0
1.0,25.915604,0.0,-1.36215,0.0,-39.51031,32.536583,-0.395249
0.0,28.695998,0.010364,-1.0,0.481231,-22.53515,30.351772,0.0
0.59989,39.542243,-0.501104,-1.0,0.310841,51.269664,-12.217876,-3.593004
1.0,33.073683,0.634715,1.0,-1.91974,-37.113687,-5.888834,-1.0
-0.530816,34.21666,0.211041,0.894625,-1.0,19.782382,-16.228509,1.0
0.74091,24.609453,0.0,0.0,0.0,28.492758,-15.512914,1.0
1.0,22.144198,-0.161179,2.677275,0.15507,44.683447,18.554948,1.0
0.847945,30.454946,-1.0,0.0,0.818155,8.271024,33.430961,-1.0
0.053329,23.311551,0.0,1.0,-2.297028,-30.642035,-5.853803,-0.589004
0.0,33.522518,-0.721512,1.0,1.0,-23.595215,-20.465464,-0.179062
1.665086,22.224518,0.0,0.0,0.900489,-46.642123,-21.384405,0.0
0.254172,24.777069,-0.137366,-0.24466,1.25688,52.351933,9.494393,0.277328
0.127668,30.314633,1.0,0.813279,-1.0,-30.020652,20.542794,-0.893512
0.444647,25.550725,1.0,0.0,0.077303,2.779364,7.697924,0.280063
1.0,39.681893,-0.349823,1.0,-1.647355,-22.584308,12.813769,-0.9719
-0.536014,30.288457,-0.558921,0.0,-1.0,-0.6575,-0.594301,0.468517
0.0,31.385183,1.0,1.0,-1.0,55.040596,-17.41402,-1.876985
1.0,22.005706,-1.0,0.0,-0.956865,12.22883,29.986403,0.0
1.705624,28.672031,1.0,1.158171,-0.934929,48.426234,32.514898,0.0
-0.136888,31.824201,-1.0,0.0,0.0,4.88869,26.080957,1.0
-0.641361,25.221907,0.378568,1.060576,0.150334,-8.935446,6.306555,0.0
1.0,33.762357,0.536699,-0.247101,1.0,-10.908399,-18.88046,-1.0
-0.344508,28.411321,0.081023,-1.0,1.0,41.587171,8.445227,0.04709
1.307993,29.021599,1.0,0.0,-0.115625,35.341438,15.049785,0.234741
-0.182284,26.230287,-0.446932,0.950081,-0.340885,-30.831155,18.397166,0.505546
-1.0,29.707418,0.0,-1.0,1.0,0.946821,-21.509456,0.386618
-1.0,30.159421,1.0,2.179184,1.0,-30.729695,21.568236,-1.0
