dw_ψ20,gy_φ11,jl_λ72,bh_μ3,mk_ξ4,bh_μ5,xr_λ76
0.029709,-0.326916,-0.477165,-28.363388,63.99439,0.785126,1.763682
0.0,25.565282,-7.357479,-44.757796,63.568875,1.297925,0.724133
0.660923,6.247059,-5.161223,-47.525874,47.125138,2.231252,1.0
-0.813784,15.472579,-3.149485,-5.607337,74.071012,1.47625,0.0
1.0,5.906381,-6.019238,-61.006109,50.617137,1.191466,0.052888
0.0,2.814072,-2.584394,-74.941819,69.525557,2.66826,-1.0
1.519646,4.782407,-4.953323,-41.508602,56.963745,1.877657,0.037745
-0.29291,27.119802,-2.300478,-16.887722,73.01422,2.688301,0.0
1.78638,29.337776,-3.268075,-87.137435,46.952819,2.094656,-1.086065
1.0,-1.920929,-5.546194,-40.358111,61.631472,2.040592,-0.415188
-2.288902,22.086053,-7.635659,-48.80686,64.78554,1.918561,-1.0
-0.494438,19.406858,-7.498529,-1.109488,52.162287,2.464589,0.0
0.073014,-0.984546,-9.155759,-3.497527,53.785855,0.099589,1.227376
-1.0,4.036188,-2.337265,-47.410941,74.815273,1.779393,-1.0
0.0,24.922608,0.631794,-39.166339,49.25427,1.402457,-0.643512
-0.270449,19.771879,-9.516286,-60.084032,57.898877,2.839981,1.0
-1.488798,6.059294,-4.801859,-1.193131,47.62971,1.244407,0.888829
-0.78842,6.532229,-7.864346,-84.372127,70.492504,1.884263,1.441063
-1.0,0.114303,-1.069581,-40.365892,56.54082,1.044239,-0.030975
0.423608,14.516092,-4.680222,-15.656772,67.48985,0.950223,1.225051
0.0,13.115301,1.017737,-65.246859,56.615535,2.861249,0.08825
0.770444,-2.853428,-6.763914,-26.567157,61.377287,1.244323,0.301262
0.436964,9.862176,-3.604149,-8.627708,47.350558,1.553333,0.036538
-1.0,2.96093,-8.652865,-56.401942,68.297157,2.283572,1.0
1.156553,4.26929,-0.871506,-9.941969,48.417291,1.274724,-1.0
-1.518088,13.434732,-1.145301,-16.188256,50.93738,1.6531,0.61436
0.547665,-0.604557,-4.669143,-34.756134,44.860946,1.870782,1.0
-0.026651,28.485541,1.500757,-53.16223,77.182839,2.209672,-1.0
-1.0,15.972292,-4.529495,-5.198305,44.449194,1.73348,-0.313073
0.0,16.60082,1.334593,-41.222024,63.401295,1.634588,0.610896
-0.340208,27.163646,-3.271805,-13.238731,56.271896,1.974367,-1.0
-0.676419,12.18965,-3.713779,-55.799797,50.386937,1.934928,-0.21217
-0.736962,19.614847,-3.896223,-45.616396,46.517396,1.167886,1.0
0.838571,0.936026,-1.261543,-50.471233,78.521476,1.662994,0.649636
-1.0,14.157038,-2.953719,-55.023505,78.466158,1.293765,0.0
0.0,28.474765,-5.069141,-50.770983,59.72587,1.799417,1.121287
-0.715345,12.072701,-6.095444,-50.625715,51.874183,1.156381,0.0
0.0,28.655027,-5.552358,-51.692811,64.298691,0.834927,1.0
-1.0,27.903504,-1.533869,-64.719737,75.550721,1.164091,-0.088983
1.0,19.302011,1.579049,-90.335481,68.841915,1.962058,1.823143
1.0,-0.266699,-5.388759,-83.91971,77.899931,2.503778,1.007799
1.0,3.095376,-2.218399,-2.48503,53.881313,1.85132,0.0
1.0,5.103391,-8.256517,-93.048784,49.497412,1.575375,-1.081258
0.0,26.548584,-4.05694,-37.544874,76.007982,1.633542,1.624814
-0.969381,13.45067,-1.899523,-52.27896,73.469936,2.363376,0.0
1.0,19.258926,-3.406745,-91.115609,54.83021,1.216094,-0.246617
-1.0,10.052113,-0.182108,-13.038885,46.370919,2.027041,0.0
1.0,19.515768,-4.056855,-25.177504,71.164151,2.727755,1.0
-0.063567,2.210874,-2.59396,-16.763887,68.030548,2.880147,-0.225421
0.0,19.273034,-0.885846,-49.40431,66.280405,0.971156,-1.0
1.0,23.25488,-1.857154,-61.420836,69.50978,1.906189,-0.288372
0.0,13.429388,-4.241597,-75.896816,52.858239,1.81282,1.0
0.0,18.075352,-1.376412,-17.391578,66.803531,2.084809,-1.0
0.635195,6.158547,-4.738137,-54.943702,70.175097,1.82903,1.0
1.0,13.529667,-4.766172,-56.332517,57.158008,1.189456,-1.0
-0.557283,10.228074,-7.663649,-86.436581,51.989801,1.199006,1.0
0.0,6.949338,-11.808723,-86.024738,78.066467,1.950917,1.140874
0.160734,9.022686,-5.415759,-91.637096,55.213618,1.76509,0.0
-0.079747,16.26179,-3.374385,-68.571077,75.46797,1.299183,0.082824
0.0,25.02392,-4.97993,-12.801445,48.846837,1.657116,1.0
0.0,11.193365,-1.745979,-10.841682,52.231732,1.558052,-1.102073
0.0,9.01093,-2.51372,-81.901932,79.603959,2.205854,-0.342479
-0.752444,13.553155,2.319318,-10.299612,60.0424,2.295442,-0.17936
1.0,18.252267,-5.233348,-54.06903,67.204067,1.878235,-1.0
-2.092577,19.706418,-1.49538,-93.278098,59.353957,2.434346,-1.0
1.0,22.578901,-6.424135,-2.172532,69.396023,2.771584,-1.0
-1.0,2.472533,-5.416255,-55.867551,57.281229,2.186484,1.0
-0.401675,16.19242,-6.595041,-26.762227,64.225498,2.132231,1.055713
-0.421869,2.296137,-0.83341,-26.641625,71.012386,2.333148,0.0
-1.0,3.340632,-7.962304,-20.249982,59.199603,1.450914,-0.290822
0.0,15.406011,-7.691117,-57.68597,54.03958,1.802533,1.474675
-1.0,6.909647,-2.969191,-82.216176,47.79569,1.969577,-1.0
-1.0,26.440318,-6.739779,-45.189418,45.702168,2.388147,-1.0
1.150461,4.099467,0.414334,-20.656404,69.399479,1.300842,1.0
1.637066,27.095821,-3.929789,-66.833928,47.481901,1.928361,0.0
0.863908,15.689653,-6.512743,-25.460928,44.299039,0.999333,0.0
0.0,28.148969,-3.418153,-56.790711,63.843083,2.062308,-1.0
-1.0,10.910287,-4.144385,-33.589009,62.747487,1.274079,0.256178
1.0,9.171212,-4.605082,-61.326778,55.591556,1.241393,1.0
0.0,28.206638,-0.676364,-39.555737,64.046112,1.539245,-0.220114
0.418518,28.565032,-5.452493,-0.286766,46.674038,1.84868,-1.0
1.730502,26.481046,-5.886445,-35.436624,59.522609,2.193624,1.0
2.64438,14.178329,-1.933427,-45.033786,46.422309,1.90091,1.0
-0.657553,6.618388,-5.51798,-66.026044,62.439714,2.208391,1.0
-1.0,8.560321,-4.939228,-49.662988,54.62819,1.565057,1.595063
1.0,26.877612,-3.317345,-3.084994,58.75617,2.396978,0.858032
0.0,15.423439,-5.158308,-49.654371,47.467356,1.698911,0.450952
-0.528846,24.616453,-2.834793,-42.982278,47.516378,1.448284,-1.122776
1.0,5.244148,-4.356539,-13.884671,77.171193,1.914976,1.0
0.0,24.008641,-7.259399,-64.641116,50.473995,2.53271,-1.713874
0.443614,20.840683,-9.064566,-9.734157,63.794857,2.427492,1.0
-1.0,3.451063,-10.133437,-83.860659,73.548279,1.482979,0.0
1.0,18.871369,-4.528563,-71.307347,61.087736,1.636428,0.29449
1.0,5.551919,-4.986385,-35.910997,70.324608,2.065092,0.0
0.0,0.938347,-2.41406,-42.251536,48.758987,1.171643,0.0
0.0,26.805977,-5.005116,-92.563744,48.265539,1.028621,-1.0
0.0,7.827375,-4.429279,-5.136325,65.135408,1.493522,0.0
1.0,13.751675,-1.084572,-18.364957,65.870229,1.286206,0.0
0.0,12.362911,0.945264,-39.880661,72.376693,1.723245,-1.0
-1.0,18.329882,-8.377971,-49.714569,50.227748,2.177729,-0.093329
-1.0,1.439242,-7.199866,-28.620502,55.380474,2.374197,-0.474908
0.0,14.811964,-4.610224,-8.125551,73.914123,0.944634,-1.0
0.729119,5.483319,-1.148151,-27.411096,71.983606,2.74416,-0.605468
-1.247831,26.887148,-3.139027,-11.354874,53.768493,2.587054,0.0
0.0,-2.795415,-4.392243,-47.168963,68.587649,2.383545,1.0
0.183118,28.160552,-2.338596,-69.371299,61.240611,1.946296,1.269325
0.504584,2.859309,-0.75335,-76.421692,48.677742,2.519145,0.0
-0.60743,21.534005,-8.11907,-66.234635,66.421455,1.695302,-1.147924
-0.076086,10.045962,-8.528068,-38.99662,65.51815,1.793259,0.01871
1.0,11.220171,0.458127,-89.19385,47.656742,1.999464,-1.0
-1.0,1.969104,-7.844945,-88.543839,51.484353,1.624525,0.0
-0.414181,23.204626,-4.821131,-53.561984,52.784397,2.063495,1.0
-1.0,27.024502,-3.752047,-13.827263,48.626642,2.07664,1.500383
0.0,-1.957346,-3.775536,-66.283558,74.863006,1.627408,1.0
-1.389242,12.131208,-6.135696,-49.296755,70.642501,2.732141,-0.618126
0.943152,18.086836,-4.12071,-59.604835,76.870192,2.243832,1.0
-1.0,27.225219,-5.694979,-56.441468,70.246514,2.049329,0.0
0.0,21.794513,-3.070889,-43.105163,49.50555,1.597377,1.0
0.22113,30.24384,-6.582094,-42.595096,47.02816,1.816423,0.0
1.0,30.269794,-3.425588,-3.442559,67.314875,0.772625,2.402117
-0.659039,23.271473,-5.452436,-86.508312,72.371634,2.343072,-1.0
0.0,5.248823,-8.16535,-73.359481,64.676115,2.146392,1.554882
1.323915,2.820989,-3.849635,-47.947272,62.057822,1.94142,0.357281
-0.410108,10.451457,-0.327819,-25.307995,55.579349,1.078406,1.0
-1.0,28.338052,0.139408,-20.159224,69.145456,1.478619,1.0
-0.488527,21.392044,-3.931307,-47.796989,60.314268,2.364595,1.0
1.428523,24.408447,-4.389761,-82.40908,70.56544,1.483174,0.353811
-1.0,17.20264,-0.139767,-80.323483,47.421822,1.408353,0.0
0.005544,15.139194,-0.178768,-48.792866,71.390223,3.018377,-1.344776
0.010916,15.771994,-5.491857,-63.296163,57.670956,2.40518,1.0
0.99608,17.504917,-5.805967,-66.767419,53.185296,2.542199,-0.592773
-1.14175,30.448433,-8.768169,-18.109045,66.237312,2.933331,-1.0
1.0,30.631709,-5.825707,-34.979942,50.722214,1.721999,0.05975
1.0,7.827597,-7.627736,-69.197134,65.736328,1.085136,-0.436299
-1.939901,-2.845428,1.031296,-38.846164,65.614207,1.398882,-1.0
-1.147136,16.48145,-5.409844,-13.613791,51.346056,2.162054,-0.366389
1.0,5.277355,-2.339694,-15.952945,66.916508,0.847817,-1.271423
-0.670378,17.918855,-3.182745,-44.92171,75.621275,1.759621,-1.017717
-1.0,13.69748,-2.525034,-62.881667,53.860468,0.964685,-1.744214
0.485469,6.197198,1.219578,-45.43142,49.724576,0.87469,-1.0
-1.0,-3.175808,-7.535021,-47.76555,59.999546,2.32748,0.0
-1.0,26.541133,-5.029197,-5.176178,61.497858,1.871765,1.0
-1.0,-0.371124,1.683559,-54.918983,51.310673,2.002516,-1.341913
-2.663878,13.841146,-8.327507,-48.283352,76.045872,1.943026,-1.0
0.0,14.296385,-7.389696,-1.127208,55.718486,2.795687,0.0
-0.920093,20.942363,-8.515664,-49.970093,51.920504,2.369912,0.478835
-0.778117,28.093564,-2.656711,-90.813778,49.13348,2.008158,-1.415442
-1.0,3.726292,-5.086525,-86.568198,64.618473,1.870918,0.0
-0.174323,3.919537,-7.561562,-51.850467,52.228116,2.041932,-0.219895
1.0,23.848686,-4.961374,-60.493718,73.610993,1.082309,0.968393
1.201605,16.885352,-1.364193,-31.774101,63.260512,1.994235,-0.107639
-0.076884,4.403186,-2.356302,-19.742798,71.576314,2.122482,0.604916
1.0,-2.506382,-2.729371,-24.340803,70.883085,1.568491,1.0
-1.0,-0.318198,-1.956384,-58.692916,53.869104,1.760744,1.0
0.842281,10.52564,-4.269111,-34.662977,50.13157,1.639011,0.0
-1.0,30.579362,-2.006238,-27.314002,58.082577,1.924553,-0.57337
1.038367,4.861132,-4.924272,-66.288208,66.095796,2.13701,0.676321
0.283907,-2.306257,-3.380491,-92.641107,58.295008,1.823984,-1.053788
-1.0,29.636343,-5.771828,-15.672076,58.71908,1.213105,-0.260242
0.091194,19.709833,-5.326025,-53.287185,73.119734,1.273718,0.343108
-0.213171,12.286326,-2.633435,-9.957077,73.802512,2.464866,-0.680094
0.0,20.807131,-1.660837,-21.243179,45.269747,1.238424,-0.675948
0.0,3.74765,-3.734966,-6.370068,65.884419,1.756526,-0.319777
1.0,27.914913,-2.347214,-45.679883,50.618292,1.954768,-1.0
-0.900197,7.76557,-0.232956,-62.114056,45.795185,0.934747,-1.147116
1.0,-2.74441,-2.317913,-13.770054,50.768567,2.50605,0.117741
0.0,22.948692,-8.476506,-56.130672,67.831307,2.104418,-1.587938
-1.0,17.848353,-3.535916,-89.328193,45.339445,2.300338,0.191153
-0.375041,26.128221,-6.013247,-70.304545,65.984013,1.467359,0.858315
0.0,13.472469,-6.366869,-87.772856,55.020102,1.911415,0.197216
0.926312,6.570077,-4.098985,-30.947175,56.190328,1.867824,0.0
1.0,-2.138901,-6.015074,-18.743854,65.184979,1.654718,0.0
0.0,4.290262,-7.448862,-80.194848,49.000261,1.690551,-1.056598
-0.568307,0.985402,-2.675338,-47.593055,47.77543,1.980696,1.0
-1.0,15.083504,-4.224005,-35.429403,55.282481,1.950012,0.717422
-1.0,-0.353074,-6.331058,-56.457155,57.198509,1.467163,0.157116
1.0,-1.131216,-5.736263,-57.701004,55.905454,1.920651,-0.820979
0.0,25.658971,-5.791857,-55.530812,68.093478,2.960154,1.697583
1.0,-3.659936,-4.877234,-44.966949,68.14641,2.253408,0.0
0.944551,24.583256,-5.820536,-42.206469,74.975785,1.110806,-1.0
1.0,5.632899,2.045369,-23.054334,79.347489,2.269061,0.0
0.0,7.018529,-6.818954,-48.321734,48.601784,0.9277,1.0
-1.0,22.191701,-0.769035,-24.272614,68.365855,1.458048,0.0
0.0,15.100233,-8.306544,-31.044338,56.578937,2.614799,-1.0
0.29981,10.45352,-2.320348,-24.63543,77.627957,1.364861,-0.174589
-1.0,3.324609,-0.820034,-73.148501,57.535562,2.25873,-0.161962
-1.0,8.599002,-3.081923,-30.991256,56.3299,0.686186,0.0
0.0,-2.823907,-4.620335,-62.017729,49.047078,1.508931,-1.128015
-1.0,12.147385,-6.800018,-52.18347,47.829513,1.383128,1.0
1.0,3.844245,-4.566113,-56.235872,50.122722,1.325555,-1.0
1.0,21.36163,-6.94475,-41.234823,55.570867,1.735971,0.771154
0.0,16.597579,-0.293946,-69.496927,48.382167,0.441568,-0.850468
-0.587576,-3.469784,-7.954669,-29.295583,52.028031,1.230301,-0.860653
0.0,24.978157,-5.727947,-48.196855,55.708711,1.205867,-0.404785
0.282841,14.143416,-2.821889,-10.268327,68.609696,1.270733,-0.395742
0.257627,14.685963,-1.9694,-87.499563,77.554043,1.574762,0.840189
0.820834,4.301136,-3.61675,-29.455842,64.665084,2.620383,1.492051
-1.184024,-2.697446,-5.526608,-1.294182,61.044211,2.28283,-1.370824
1.338344,24.504988,-5.083074,-57.093561,46.122264,1.611823,-1.0
1.0,18.240599,-2.643326,-43.336551,44.244441,1.896445,-0.558339
0.0,24.800471,-3.944899,-16.979724,75.817581,0.85737,0.155861
-0.741336,17.940028,-4.735224,-63.382482,61.511282,1.852698,-1.0
-1.0,13.892422,-10.303984,-64.34922,49.10884,2.279362,-1.0
-2.040724,24.312943,-5.863289,-42.247058,63.098038,2.453329,-1.0
-2.103099,27.998527,-7.97057,-46.121063,44.916316,2.098526,0.0
0.990204,7.361618,-1.17906,-33.968463,69.010815,1.007345,-0.717412
2.578877,9.852044,-10.029553,-71.917595,78.831083,1.531089,1.931014
0.400122,19.017383,0.43511,-5.786434,76.357063,1.910134,-1.312353
0.0,16.411698,-9.018486,-36.400377,73.213064,2.28662,-0.23877
-0.505256,17.968527,-1.331823,-46.087179,77.016083,1.182574,1.0
-1.393482,7.310676,-2.256986,-32.501102,57.946034,1.23321,0.0
0.084638,12.150285,0.69625,-31.963405,56.887415,1.550867,0.118142
0.883792,3.725398,-4.334459,-63.501315,63.296432,1.212975,-1.0
1.193951,9.920628,-7.005317,-7.24009,48.540543,1.575116,-1.0
2.194702,-0.185176,-7.747365,-90.656969,46.187931,1.346035,1.0
0.811087,25.761074,-1.268956,-86.929296,54.44539,2.135938,0.804649
0.501442,7.738483,-5.134389,-33.328872,75.704707,1.766232,-1.118529
0.874914,11.007239,-2.067185,-58.262925,54.572955,1.298753,0.922894
-0.200797,6.350148,-6.238318,-88.936321,73.622384,2.997128,1.0
1.0,27.630601,-3.121783,-57.60074,46.862266,1.62047,0.236704
1.0,21.703636,-8.907583,-79.951044,67.589335,1.094175,1.0
1.0,-3.632246,-4.434723,-91.719908,46.226015,0.811076,0.084525
-1.0,-0.050485,-1.836848,-51.115093,77.043569,2.126349,1.0
0.592959,28.162969,-8.572037,-30.976474,63.862228,0.130882,-1.0
1.254911,25.948439,-4.107844,-87.316768,75.834325,1.603834,1.0
0.0,-3.692133,-0.142103,-69.106648,65.216487,2.20288,1.0
-0.143698,-0.962636,-5.926801,-19.397353,53.816454,1.512295,-0.623099
0.0,16.979213,-7.709654,-89.434068,48.625864,1.566983,0.0
0.0,27.715552,-0.570703,-11.40701,55.226808,2.757723,-0.484228
0.776875,9.737092,-7.664067,-34.102048,62.178007,1.734995,-1.0
0.921367,1.024196,-4.680401,-77.525351,58.093445,1.48382,-1.0
-0.334586,21.0188,-3.571663,-30.514972,58.988173,2.433103,1.0
1.0,14.437454,-6.937225,-10.831611,79.677176,1.983508,-1.28366
0.0,0.480341,-3.980523,-39.153039,48.479112,1.847295,1.754369
0.879312,-0.109216,-5.077095,-12.556577,79.517262,1.398231,-0.165746
0.0,28.173267,-2.369703,-79.438478,55.297418,2.052225,-1.0
-1.0,25.322578,-3.804911,-32.476544,68.812615,2.121509,0.0
1.0,11.021478,4.187817,-14.42355,79.041262,0.865551,1.321142
-0.695509,2.898896,-3.406802,-28.633467,61.821885,1.898432,-1.0
1.0,30.654304,-7.859917,-65.332094,73.292795,2.448672,0.755697
1.585656,19.73095,-3.533947,-24.476575,68.505117,0.800828,0.0
-1.0,25.602204,-6.163633,-53.972077,70.954038,2.064917,1.0
-0.120983,-3.785521,-5.670793,-32.420708,63.684488,2.171059,-1.209767
-1.0,11.52934,-3.857069,-34.709749,57.326134,1.334356,0.538118
-1.358388,25.530668,1.888213,-70.082253,79.706539,2.485249,0.737233
0.643426,-3.38062,-5.267799,-65.411336,62.839,1.433113,-1.980147
0.134144,26.79091,-2.375154,-75.999555,71.453567,2.226164,1.317442
0.044587,17.089626,-3.746226,-54.752273,54.749783,1.986158,1.466772
-1.0,15.715154,-4.390678,-4.891581,75.660174,1.705385,0.0
-0.251437,1.747021,-3.982522,-32.760195,77.420024,1.529301,0.0
1.244969,-0.908004,-2.412842,-2.468191,53.808265,1.904368,0.158329
0.351033,-3.322566,-5.881321,-78.651444,44.545279,1.15823,0.0
0.414335,4.746778,-2.753235,-75.025346,70.662668,2.430345,1.0
0.0,-2.860376,-2.276865,-19.691862,44.438468,1.901842,0.0
1.0,22.731106,-5.741442,-41.728291,46.453522,0.893244,1.0
-1.761172,4.564804,-9.08657,-36.69665,64.77793,2.368628,-1.0
-0.936801,9.773401,-7.849655,-1.403516,72.15032,1.900132,-0.737366
0.550225,25.797999,-4.079111,-49.28472,55.530209,1.262613,0.0
1.024542,4.153695,-2.803342,-45.361736,49.279326,1.41235,-0.371464
0.801456,15.433341,-3.606245,-82.425303,51.855728,1.509356,1.0
-1.0,23.881319,-4.774339,-77.194031,52.189178,2.336683,-0.30501
-1.264729,26.220451,-4.834812,-58.004214,58.951951,2.313017,1.688658
1.407693,30.376914,-3.500728,-32.336623,71.578146,3.019647,1.0
-1.0,9.992581,-2.356487,-41.560809,68.28857,1.95819,1.0
-1.0,-2.66912,-4.605162,-63.995787,62.961368,1.346807,0.741873
-1.023487,19.429955,0.785975,-13.14413,47.262113,1.987461,0.540303
-1.065179,8.763744,-1.715363,-10.515153,69.725564,1.17659,-0.390096
1.0,11.577194,-4.60723,-27.754721,72.390166,1.180806,0.0
-1.0,-0.469648,-8.921146,-30.954811,54.919813,1.939244,0.0
0.11464,13.736381,-3.484724,-29.403284,61.136756,2.530146,0.0
-1.0,-2.497035,-3.136461,-75.00817,70.930125,1.860821,-1.974939
0.0,-3.804477,-11.526064,-13.662118,76.843778,2.231359,0.0
-0.088538,28.936102,-6.739424,-37.763215,57.200102,2.606023,0.501622
0.728488,30.049243,-9.065378,-34.095671,77.003764,1.703263,-0.000227
-0.555186,25.247789,-10.674263,-39.911516,68.690336,1.895175,0.550988
3.10231,16.056167,2.806591,-21.242801,77.359244,0.445934,0.658013
1.0,8.324891,-0.918706,-55.49669,66.922255,2.182859,0.0
1.0,8.072116,-0.899775,-65.535574,67.079675,2.510804,1.0
0.059894,27.113426,-3.059605,-63.449449,54.19006,1.614234,1.0
2.171814,29.322838,0.369885,-51.394137,50.051419,1.257917,1.0
-1.0,3.646351,-1.603736,-35.612669,63.438988,0.180376,1.0
0.320695,9.318387,-8.423135,-49.192135,74.041594,1.060797,-1.065377
-0.078154,17.640026,3.27933,-65.148944,67.229974,2.050367,1.0
-1.657262,5.061634,-3.064113,-31.501664,65.755669,1.072632,-1.0
1.0,25.619206,-1.592784,-9.212552,55.542809,2.683808,0.081796
1.0,20.060236,-1.256692,-72.988651,74.259631,0.98368,-0.447929
0.516356,17.844615,-3.196872,-58.259213,66.795626,2.785486,1.01842
-1.0,16.234538,-2.840933,-38.443082,48.20735,1.562706,-1.0
1.0,25.528334,-12.502671,-15.935892,69.112216,1.710059,0.378347
-0.117968,-1.288013,-4.103768,-47.479014,56.985986,1.437836,-1.338938
-1.716757,0.829206,1.50684,-72.255828,59.197686,2.688513,-1.0
0.0,0.799598,-0.229829,-12.982876,46.949772,1.921995,-0.751083
1.0,25.03878,-2.876025,-68.366116,49.360918,2.292619,0.0
-1.0,4.463507,-4.026538,-36.760392,76.458478,1.690066,1.0
-1.276556,-2.313024,-5.278704,-78.674964,74.715489,2.056345,0.0
0.890451,17.821727,-7.798675,-73.064447,59.064229,1.681996,0.0
1.0,28.151732,-5.199226,-12.188998,78.269179,1.545217,1.0
1.0,11.318551,-5.597151,-31.965536,65.59334,2.225559,-0.232589
0.0,9.813726,-3.467282,-27.786133,48.541643,2.012273,0.831865
0.740974,21.693949,-9.480949,-24.79989,60.871543,1.651417,0.0
-1.0,23.159173,-3.345797,-19.344011,45.356319,1.332144,-0.190727
1.0,21.422221,-5.832927,-83.356603,61.099926,1.796807,0.0
-0.689747,8.885069,2.358721,-80.142572,77.615667,2.186722,1.0
-1.0,-1.577886,-3.477781,-55.803073,58.173131,1.376703,-1.0
-1.875568,7.375724,-4.782966,-93.245972,59.81897,1.899648,1.0
-1.0,13.212234,-5.755946,-92.397601,47.933527,1.46787,0.0
0.69216,30.498641,-5.553445,-31.32892,71.152836,2.014461,1.0
0.713872,18.359916,-6.832128,-24.882729,55.069959,2.165234,0.0
-0.684366,15.102538,-7.021635,-75.456086,77.553593,1.857936,1.0
-1.649392,12.204446,-4.818638,-57.157455,55.729022,1.629239,-1.0
-1.006578,25.824189,-6.364541,-64.643829,62.834226,2.689056,-1.0
-1.0,23.700123,-3.919617,-5.952012,46.839801,1.16411,0.0
0.76392,1.125282,-4.529758,-70.839765,60.736174,1.610225,0.389495
1.0,14.649943,-8.217378,-80.12682,60.778806,1.600218,-1.0
-1.877305,27.667768,-5.828569,-37.629699,68.398233,2.254638,0.161867
1.747324,17.464396,-1.343784,-34.113885,68.303474,2.843871,0.0
0.0,26.771497,1.439471,-58.820682,48.887468,1.940681,-0.044885
-1.0,8.136849,-1.607538,-22.241214,73.147041,2.106392,-1.0
-1.0,23.911594,-1.047691,-78.617517,70.271674,1.75056,-1.642401
1.522231,26.054154,-0.95645,-15.229301,76.888905,2.43603,-1.0
-1.0,30.123228,-7.29166,-46.632265,51.593394,2.995182,0.0
-1.0,21.364567,-4.450166,-84.540014,58.305749,1.706778,-0.027118
-1.0,2.642582,-6.401633,-48.428745,71.735815,0.944358,1.0
-0.138693,16.600053,-2.475101,-35.741429,49.170989,1.871513,0.125575
-0.406763,1.773483,-0.616901,-40.387407,78.02382,1.133117,-0.468427
-1.0,12.866025,0.127038,-44.974775,47.334603,1.912029,0.222874
0.217494,18.418193,-4.071161,-3.331881,69.083632,2.285387,-1.70076
-1.119735,-1.796259,-3.051234,-34.390986,63.92547,1.756691,1.603579
0.0,30.82556,-0.728971,-79.428659,68.063444,1.545258,-0.073474
-1.0,12.302114,-7.186491,-35.52665,59.764542,1.931635,1.0
0.528327,6.300991,-5.350607,-40.000287,50.314515,1.357868,-1.0
1.448475,-2.690827,-3.857508,-75.943779,61.74384,1.265526,-0.330552
-1.197149,-3.615745,-0.285613,-45.799727,65.968373,1.599686,0.820031
0.202561,19.113178,-7.337435,-14.199209,52.41953,0.549637,1.0
0.709213,17.646484,-2.391183,-23.265146,47.538953,0.507274,0.315682
1.0,26.770074,-6.193063,-37.045246,63.906733,1.832979,0.0
-1.0,11.261037,-1.251969,-78.234868,51.555451,1.309469,0.756492
-0.665146,21.410361,-3.370366,-15.693061,62.774589,2.618522,1.509048
1.0,7.914291,-3.179385,-90.897876,72.582031,0.809706,-1.948924
0.0,2.667634,-7.339211,-61.068013,73.268072,1.697186,-0.785452
0.934524,21.612829,-8.511617,-74.896017,71.718385,0.732569,-0.266045
-1.259776,12.58233,-5.451607,-38.621795,59.708226,2.00468,1.0
-1.0,23.759577,-7.015151,-40.634262,69.871678,2.732964,-0.469382
0.823565,0.259639,-3.416209,-3.100449,67.37685,1.864499,0.247576
-1.0,11.978388,-3.686158,-22.515834,58.341927,2.976268,1.0
0.0,18.815631,-2.653512,-90.186045,70.267809,1.934801,-0.216526
-1.789512,0.198939,-5.695898,-11.91884,56.893851,1.601833,0.0
-1.0,23.108012,1.032112,-26.344806,57.938387,2.083283,-0.655127
-0.862613,29.55823,-1.863049,-49.098677,68.884184,1.324825,-1.0
-0.455254,28.364645,-15.599932,-56.605965,47.844091,1.484546,-0.588651
0.136809,26.7116,-2.613112,-54.051793,47.856015,1.422615,2.201293
-0.324997,28.957204,-1.825919,-86.569937,75.667663,1.717797,-0.864258
-1.0,28.189955,-3.399431,-77.699896,60.46886,2.099965,0.0
0.054175,30.313829,-3.569029,-68.104004,74.242075,1.091742,-0.001742
0.0,5.751085,-1.079937,-48.935804,63.735894,1.837705,-1.576377
1.0,25.699959,-1.71618,-79.697144,46.797786,0.935388,0.695454
-1.303207,22.061956,-8.195844,-5.455217,69.729959,1.745525,1.0
0.0,12.697516,-2.579436,-42.632802,56.343862,1.883713,0.0
0.137183,10.260566,-2.971423,-8.339277,49.792044,2.211645,1.0
-1.0,-3.51784,-3.67862,-68.190428,58.903012,1.689394,-1.148697
-1.0,20.106488,-3.482509,-1.639843,58.582112,2.703432,1.0
0.017484,11.696771,-10.000035,-0.559753,69.172193,1.039674,0.0
0.031364,18.961386,-0.328572,-78.461793,60.581185,1.427683,-0.487077
0.809607,-2.296126,-4.146417,-38.355549,74.785562,2.975914,-0.40125
0.0,14.376824,0.009411,-38.205157,53.452892,1.297241,1.0
-1.0,2.477188,-2.441784,-11.869219,51.735368,1.499852,-0.122366
1.0,3.151731,-4.531104,-10.228378,70.074159,2.342711,0.663382
-1.0,22.8617,-11.528456,-92.298545,56.248169,1.534816,1.0
-0.653048,10.315459,-4.454945,-15.699342,49.190294,0.906321,0.647194
1.0,17.213792,-6.821471,-41.18938,78.43115,0.857456,1.050667
0.0,-2.517414,-6.445073,-1.720036,56.605331,1.773896,0.0
0.30549,4.489629,-6.710684,-33.736838,47.658717,1.993257,-1.0
1.0,1.743607,-4.48285,-58.857392,58.919674,1.183991,1.0
-1.0,16.691297,-4.041673,-12.744108,74.219082,1.312396,0.169995
1.0,15.116875,-5.187651,-45.746548,58.934127,1.608669,-0.549918
0.205044,21.30616,-2.148264,-83.289104,63.37543,2.432738,-0.740055
0.049178,30.712941,-4.1656,-87.674432,46.682074,2.502324,-0.293713
-0.145969,25.499541,-4.707548,-76.965876,59.255158,1.738406,-1.0
