mk_φ10,zx_ψ21,zx_λ72,jl_ψ23,zx_λ74,mk_φ15
1.219314,1.629582,3.648764,-6.941817,-5.277961,-96.344079
1.344586,-1.422576,-2.373045,20.600555,-4.726686,-91.645169
0.199231,-0.867136,2.443574,1.261146,-1.61524,-90.230449
1.158546,-1.743507,-1.79251,20.955681,5.751077,-92.850603
0.872585,0.0,0.878266,-68.796359,-15.620103,-94.057265
0.072034,1.83161,4.493473,-19.304281,3.688613,-93.160883
1.212496,-0.851716,-0.812655,-66.337979,3.365062,-95.067508
0.319391,-1.0,-1.358187,12.655835,-5.371748,-93.728969
0.117886,-0.067725,7.500522,-88.610992,-19.418022,-94.561833
0.003834,1.0,4.206204,-60.882042,-4.715878,-93.858722
1.005163,-1.0,-0.760872,-3.923983,-7.714603,-91.241745
0.39349,-0.384943,0.813193,-9.927048,7.961253,-94.615622
0.842262,0.768474,-4.355111,20.368602,-6.731025,-95.979262
1.163079,0.0,4.356704,-24.834865,11.663055,-91.810175
1.435028,-0.673103,2.44943,-79.397585,-0.54972,-93.769696
0.71122,-1.198218,1.844158,-15.197283,4.151406,-95.52605
0.891444,-1.0,0.648098,-88.558362,-9.268965,-93.225639
0.804298,-1.010366,0.247737,-37.385052,-0.943297,-92.577567
0.442833,1.0,4.793235,-43.872516,-6.958785,-90.788925
-0.104742,0.0,1.649572,-3.380671,6.235045,-94.486992
-0.076651,-1.0,-1.966532,-37.814657,3.085196,-96.234497
0.730548,0.91091,-2.156368,-50.188105,3.89924,-95.741837
0.924387,-1.418849,1.186533,-55.920044,0.303907,-90.868984
0.983554,1.0,1.116872,-21.867455,-9.204029,-92.419258
0.776521,-1.0,2.240987,-6.508644,-9.505774,-95.818164
0.881222,-1.06596,1.588518,-85.172026,0.133961,-89.454308
0.640474,1.0,5.236326,-77.343123,-0.002893,-95.337578
0.230786,0.520108,-2.287187,-32.499297,-6.206554,-91.741274
1.227602,-1.0,-1.566534,-72.448557,2.69948,-95.258325
-0.054247,-0.635314,4.210479,3.610052,2.614224,-92.420522
-0.115662,-0.076756,-0.054901,-0.563582,-6.52912,-92.663411
0.727215,1.0,-2.67226,23.76676,-5.234906,-90.150492
0.383708,1.0,3.019866,24.579743,-9.194923,-91.035571
0.798908,-1.0,-3.991871,-77.045457,-1.45014,-90.767583
-0.038224,0.0,-0.42965,12.3663,2.459133,-91.024903
1.280428,1.0,-1.549544,-17.748404,4.936397,-96.001327
1.976525,0.228935,-3.201169,-24.054841,-8.966042,-90.629276
0.130345,0.0,-1.443605,-60.724637,-3.175887,-95.400296
1.28014,0.0,6.718403,-61.894824,-7.029743,-91.489955
0.002941,-1.632389,-1.682883,-21.654066,-11.860937,-94.41323
1.02923,0.0,4.834914,-0.908732,-10.543949,-93.052771
0.908224,0.0,0.689615,-85.448566,-9.55671,-93.841926
1.171574,1.0,1.677221,-88.871258,2.968533,-95.050811
-0.082809,-1.0,-2.865415,-69.226205,-11.431613,-92.558747
1.20125,0.555886,7.906531,-19.181086,-9.306482,-90.455416
0.48997,1.615519,1.457776,-85.947708,-4.927832,-90.441723
0.8751,-3.043148,2.31355,-59.2149,-5.524414,-91.315925
1.13192,1.0,4.347678,-62.671406,-4.180788,-94.045825
-0.797865,1.0,-4.007876,-42.565398,5.78815,-94.171334
1.179672,0.0,-0.248116,-22.378601,-5.842129,-92.060023
0.808104,0.0,1.707459,-16.045089,-12.476792,-95.469542
0.759539,-1.0,1.532355,-80.516524,-5.794784,-95.06489
0.523319,0.0,3.662039,-19.070184,-0.41975,-89.560825
0.375178,1.0,-1.798193,-73.978813,-8.277979,-95.883378
0.348014,0.12438,2.767477,29.451082,-18.811872,-92.567978
1.460915,1.0,-1.236044,-28.754269,-0.926731,-91.042067
0.611343,0.869848,0.927878,-22.170832,-7.570083,-94.263775
0.250323,0.263606,-2.407494,-19.678978,-8.17301,-91.032806
0.33511,0.807084,3.890554,24.430971,-6.62404,-91.860542
1.593803,0.0,1.237061,11.893224,-6.381637,-89.864611
0.393253,1.0,-6.676368,-45.270907,6.984373,-92.295612
0.843348,0.761594,2.482367,-31.372513,-3.392954,-93.057613
-0.33499,0.385862,-1.864341,-40.537744,-1.099843,-96.200002
-0.030669,1.452932,-1.757691,11.111414,-7.603575,-90.459531
0.146817,-1.0,-1.335708,-10.877304,-0.25243,-93.665906
0.386563,0.0,-2.276945,-74.814159,-4.007599,-92.814107
0.781136,1.382618,2.206196,-62.237016,-8.337214,-89.913198
1.6553,1.0,0.839857,4.10864,-3.32941,-92.204345
0.704923,0.0,-1.860342,25.110862,-7.990136,-90.295674
0.391713,1.966129,2.496279,-73.830783,-8.856876,-93.476248
0.512645,1.0,-1.67244,-50.571383,-7.061078,-92.792742
0.128476,1.09613,-3.264782,-62.171116,-7.309032,-90.844335
0.642535,1.0,-0.591189,-42.40891,-6.709482,-94.119248
-0.032254,0.0,-1.129612,-8.536493,3.190649,-91.33256
1.673965,0.299804,-8.087685,-35.781584,7.142896,-94.236946
0.818286,1.0,-8.724468,-26.068004,5.258772,-91.974239
-0.055472,0.0,3.197415,-91.634077,-1.195514,-89.674198
1.683908,0.0,-4.398162,-90.042134,7.394322,-93.225833
1.606885,-0.2192,1.043219,9.039164,7.176475,-95.721421
0.052636,-1.0,1.473298,-15.300708,-11.181042,-93.736306
0.714395,1.0,-4.061116,-48.23864,12.545048,-89.33403
0.406434,-1.271585,1.266605,-25.218871,-3.629031,-90.788143
0.319418,1.0,-1.718482,20.819549,3.329795,-95.426075
-0.092422,0.654515,0.578559,-72.979537,-4.887445,-96.294478
0.299221,1.0,2.301414,-85.295205,-20.099091,-92.230734
1.381288,0.272361,-4.184812,-27.274825,-9.423401,-92.630538
0.443964,1.0,-4.296956,-74.20956,-10.270965,-94.100034
-0.351842,0.910934,4.163917,-49.594834,3.751928,-94.245564
0.262725,0.0,1.125412,-21.81958,-7.236945,-92.25865
0.753605,0.497302,-4.332007,-86.324072,-9.537238,-91.945606
1.49173,0.526632,4.324233,-41.523081,1.375435,-91.764353
0.85766,-1.0,5.044053,-25.076235,-5.042676,-93.750911
0.470955,0.445142,-2.301916,-44.086745,-10.124045,-89.940817
0.751764,0.10705,4.229967,-30.181058,9.32471,-90.642628
1.468567,1.0,-2.047981,-53.994924,-5.518134,-93.447629
0.373571,-0.004022,-0.144676,-78.363698,9.014944,-94.516221
0.510441,-1.0,2.562991,-52.391724,-8.547555,-90.584706
0.534871,-1.0,1.54737,13.305189,4.967485,-92.542086
0.707974,0.0,-3.389108,10.124458,-4.134745,-93.954195
1.035869,-1.0,1.204917,-87.24081,-5.145012,-91.630734
1.746315,-0.345306,-0.286026,-12.971471,-10.904651,-90.012477
0.342999,0.372101,1.466003,11.740798,0.634253,-96.237298
1.326405,0.0,-3.537549,-43.109637,-10.803624,-89.798928
0.683743,1.0,-3.597746,17.057577,-9.95265,-92.91758
0.962419,-1.0,-1.078375,-57.891047,1.721148,-91.618052
1.30971,-1.0,-2.984726,-89.433908,-5.470714,-93.338543
0.116499,0.0,-2.81881,7.374524,-1.607884,-89.720747
0.295428,0.359975,-1.371318,12.489341,-11.905462,-89.329649
0.660147,0.038832,-4.079838,17.696106,-16.073699,-94.822871
1.097112,0.0,-0.62696,17.249451,5.576646,-90.199198
0.748392,-1.0,-1.405233,-94.91866,-7.790416,-94.554159
1.270031,0.5511,1.955992,16.514159,-2.443576,-90.71744
0.25326,-1.0,1.432852,-20.647681,4.359795,-93.703389
0.519833,1.0,3.950647,-63.603386,6.140659,-89.515848
0.889995,0.0,-2.614093,5.368214,-2.369798,-90.143791
1.654281,0.093734,-2.010122,-7.324416,-11.357621,-95.199767
1.474556,-1.0,3.907542,-72.817075,-3.860831,-91.860703
0.896786,-1.0,2.82456,-60.66755,-3.187883,-92.324175
1.067073,-0.326931,-2.888288,-61.185839,3.014965,-95.556481
0.809198,0.0,-0.447245,-79.282821,-3.215511,-95.575939
0.039382,0.553243,0.995615,-7.547075,-4.554094,-94.846259
0.519696,-1.010888,2.533779,11.226622,-11.460032,-93.336294
1.227178,0.053306,-0.807825,-36.112499,8.227733,-95.303173
0.562793,-0.087093,4.126986,-74.462751,9.359178,-95.217895
0.822987,1.0,-9.782057,-80.770789,11.063272,-95.489394
0.008321,0.0,-4.623143,-69.889908,-8.863732,-89.796614
1.60117,0.48714,0.248098,-58.706772,-5.815821,-96.297438
0.868721,1.0,0.769212,-19.59418,-14.359116,-91.09441
-0.363684,0.840502,0.590222,11.558267,-8.75187,-93.294068
1.199567,1.118528,-1.27844,-49.174288,0.834763,-93.917632
0.981194,1.0,0.974818,-87.837615,-6.180202,-92.122591
0.850754,0.0,1.066157,-94.328427,-10.802304,-94.327092
0.31119,0.301054,-4.434946,-47.878013,12.668169,-94.516503
1.805266,0.746869,-6.927717,10.419233,9.423214,-94.606023
1.268103,-1.0,4.771063,-55.516208,-0.504993,-92.603971
1.40631,-0.874679,-2.350193,-10.859873,-4.120416,-92.413146
-0.079002,-1.0,-4.565459,-4.489671,-10.030365,-94.156455
0.092126,-0.481068,-2.585197,21.774154,-8.905752,-89.539608
0.425327,-0.864755,1.022497,-31.144997,-7.930262,-91.356875
0.661941,0.0,-2.875357,-54.787894,-3.306311,-93.170707
0.562593,1.0,0.150958,-49.531667,-9.670444,-89.971913
0.865664,-1.0857,-6.287214,-1.732188,-8.482223,-90.95679
0.503372,-1.0,1.334798,24.339727,-0.130701,-93.727286
0.247721,-0.796655,-0.319899,-80.407174,2.496103,-91.013442
0.102855,-1.0,-3.945883,21.848831,0.278117,-96.179252
0.155827,0.184596,2.502448,21.528321,-19.131879,-91.617625
0.568636,1.0,-2.503292,-8.921978,-3.62106,-94.597233
0.423559,0.0,-4.62833,-25.849822,-0.835523,-93.933844
0.48882,1.0,-8.888707,-19.376118,-1.219108,-94.350423
1.432028,1.0,-4.020605,-76.860059,5.532858,-92.211913
0.273384,0.437026,1.235414,-84.043303,-5.899823,-93.658095
1.201819,-0.14106,2.588434,-63.15553,7.524546,-89.405848
1.425962,-0.424714,2.005935,-22.929123,1.926629,-92.308888
1.751063,1.0,0.73047,-4.822157,-2.310355,-94.483808
1.518209,1.302514,-5.770501,-21.008762,-1.424121,-91.769106
0.90066,1.0,-1.868248,-50.547462,-1.235855,-91.673145
1.238646,1.687263,6.078633,-60.82497,4.965571,-90.733455
0.857627,0.0,0.332936,-86.355897,6.480552,-90.937457
0.476841,0.396245,-2.414402,-66.495252,3.239494,-95.578134
0.573398,1.0,-4.848186,-23.112106,-2.747347,-89.737279
0.345882,0.0,-0.565945,13.063893,-14.484215,-95.017697
0.92701,-1.0,1.013975,-84.93965,-14.562074,-96.044522
0.579808,0.0,4.495328,-26.634985,8.071675,-94.328645
0.774756,0.06949,-4.764453,26.001571,-10.542767,-94.457417
0.942786,0.856026,-3.808004,26.079507,-14.2979,-93.667595
-0.312105,-1.0,2.089559,-1.715484,-1.446112,-90.849634
2.730438,-0.474562,-0.284431,-58.300746,-9.432442,-94.706379
1.334109,-1.0,-0.650702,-44.947013,4.984012,-94.248505
1.145478,-1.805103,3.435184,-74.758739,-4.150793,-90.509178
0.968608,0.0,-0.24885,-82.190712,-8.629704,-90.51337
0.545142,0.363054,3.960996,29.117473,3.333565,-94.76996
0.620153,1.0,1.932251,-3.724756,-5.109294,-94.800324
0.230784,0.032604,3.952234,-73.643202,8.488001,-89.65309
0.046533,0.0,2.507534,-61.914221,-2.796366,-90.820271
0.64514,-1.0,7.3717,10.309821,1.003854,-94.473251
1.099479,0.0,3.404339,-27.44773,-7.878099,-92.272747
0.823351,1.0,1.474301,-25.436606,-14.296056,-91.60832
0.090436,-1.429741,-5.37625,16.055825,-5.537755,-91.417208
-0.233387,0.434507,-0.106304,17.634767,7.207322,-95.717259
0.216245,-0.870464,4.723036,-5.040568,0.98591,-90.538316
0.129361,-0.64395,-7.880958,-5.420075,0.461135,-91.377477
0.261889,0.0,0.265899,-86.427655,-7.639052,-95.799617
0.331563,-0.270044,-0.464783,-25.632657,-7.134697,-89.599817
0.393901,0.243829,-5.153269,-22.649618,-8.436469,-95.450286
-0.277378,1.0,4.957633,-24.79746,7.558087,-92.256877
0.190658,-1.0,-5.719051,-36.375016,-23.569,-92.43727
0.947681,-0.757273,4.968711,-60.333877,4.800066,-91.672233
0.574656,0.0,-3.470398,-62.157774,4.677665,-89.893212
0.670409,1.0,-0.149383,-59.007495,-7.795203,-96.074873
1.053601,-1.999547,-1.090718,-86.077998,-14.082254,-92.832706
0.733623,0.992897,-2.48946,-1.286613,-7.751595,-92.92657
0.019589,1.0,-7.629032,-73.105869,3.631061,-92.502302
0.931005,-0.432464,1.698055,-80.220745,-10.028288,-95.504063
0.701186,2.964117,2.20577,-5.467548,1.892441,-89.963593
-0.166839,0.72215,-2.038547,-49.024975,-2.639828,-92.446383
0.447374,-1.0,1.529451,-18.046939,-1.869106,-91.329997
0.762027,0.846969,8.47151,4.698495,-1.076691,-94.659801
0.527743,1.0,2.318698,-68.706379,-2.831664,-94.716686
1.3059,0.0,2.422654,-82.261158,-5.364497,-93.719646
1.434596,-0.083938,1.616769,-42.238181,-2.978935,-93.531003
0.655091,0.754426,-3.330041,-32.132675,1.315171,-93.025911
-0.060734,-0.468902,0.117942,-40.470824,-1.255283,-93.022599
0.267298,0.222911,1.862068,3.097644,-0.903025,-90.4124
0.267563,1.33436,8.138021,-40.732886,-9.017284,-95.049375
-0.762249,1.0,2.859498,-44.564438,-5.409009,-95.709698
0.077112,1.0,-3.887463,-49.742866,-3.775762,-91.928273
0.90438,1.075089,2.784719,-89.511511,0.430104,-94.50447
1.000365,-0.195355,-6.466207,-31.302774,1.050553,-91.838125
0.612699,1.758228,1.992456,-50.379882,1.731774,-89.427595
1.973292,1.31158,0.573523,-68.368797,2.576974,-96.316349
0.100195,-1.840776,-2.878694,5.316506,-7.238931,-93.545531
0.285955,0.715123,6.33474,-35.734048,-6.916263,-90.12137
1.319357,0.0,-5.634741,-56.994348,-4.875535,-94.758105
0.526212,-1.262848,1.677546,25.074115,-7.68444,-95.226806
0.602106,-1.5634,0.949929,-3.911368,-7.031958,-92.760887
0.650717,0.225199,-0.597844,-36.250429,-1.903782,-95.06504
0.84242,-0.201733,-6.756426,-13.313015,-6.88603,-90.981514
-0.204533,-0.677865,-0.722965,-40.123685,-6.537806,-95.423118
1.59478,0.0,-6.685031,-74.470937,-5.397192,-95.176745
-1.124957,-0.270024,4.562301,-18.926793,-1.153187,-93.827033
1.148228,1.0,2.142463,-20.46486,-3.465851,-91.183152
0.796269,-0.400385,-8.877236,16.91396,-4.17511,-92.64427
0.602695,-1.0,-3.726636,-53.901903,-5.678624,-95.235225
1.421966,1.0,4.520879,-71.707539,0.11126,-90.702526
1.329417,1.0,0.081416,-59.895436,-11.599878,-95.987667
0.179079,-0.554103,-1.002128,5.708531,-7.126172,-94.557717
0.376731,0.0,3.414811,27.177305,0.211002,-91.133484
0.88615,0.967362,-4.213373,-67.106466,-4.94724,-94.731092
0.616254,0.757142,-5.780182,-29.997024,3.492729,-90.378216
0.670013,1.0,-6.090054,-15.941647,2.203217,-95.683456
1.818471,-0.802349,4.513964,7.281044,-8.262308,-96.197061
0.65576,2.393686,-2.716553,-78.965679,-4.139654,-90.17585
0.591364,0.911399,1.08076,-38.386401,10.22365,-90.836383
0.652132,0.0,-1.050675,-73.251168,-3.830905,-95.031231
0.793684,-1.0,4.32032,18.053704,-19.181552,-94.559442
-0.511164,-1.0,1.141008,7.642328,-11.53716,-89.456439
0.494464,1.106968,-0.796685,-61.624549,-5.660338,-95.133915
0.450483,0.0,3.567292,-22.392243,-3.843224,-94.457554
1.000624,-2.743301,2.477293,21.055641,-7.329602,-93.32969
1.792064,0.749027,0.137322,-78.663119,0.456685,-94.929601
-0.442135,0.0,-4.481195,-79.649981,-2.842833,-92.795433
-0.256091,1.0,-6.360391,-44.775084,-4.575109,-92.974231
0.523038,0.115475,0.040993,-8.963702,-4.695406,-91.818564
2.609365,1.0,2.686348,-42.57607,3.229938,-93.6674
1.713082,-0.702382,-5.458785,-88.656955,5.055002,-92.04083
0.894878,-1.0,-4.192812,-74.466808,-5.372044,-89.539189
-0.17062,0.0,2.11385,26.62454,-6.14742,-95.594243
1.651437,-1.0,-0.152889,-85.468634,-22.064365,-96.081637
1.695223,-1.913793,4.044253,-86.770607,4.587762,-95.332738
1.572796,0.247036,-1.045539,0.630906,-1.643857,-95.606815
0.383575,0.455861,-8.95722,-70.433902,-8.404989,-90.881677
0.298937,1.0,2.87433,17.442104,-9.97317,-95.782283
0.715936,0.033347,-4.31683,-80.999829,-14.970581,-93.177232
0.503225,0.0,-1.597049,-82.862383,-8.664319,-93.40565
0.905265,1.0,-1.350095,-39.323609,-7.574704,-95.093585
0.620691,-1.070143,-1.627612,-40.171362,-8.105506,-96.248869
0.215286,1.0,-1.825269,18.207357,-0.821154,-92.872778
0.543376,1.166126,3.805105,13.636575,-4.742367,-90.980308
0.943496,0.313832,2.087302,-7.456779,2.044365,-89.682361
1.147557,-0.117702,2.232779,2.558158,-13.132881,-93.864418
0.308134,0.429257,3.660811,-8.358061,-4.499936,-92.446109
1.214701,-0.203332,0.001006,20.390094,-7.643986,-94.807516
1.263507,-1.0,3.79332,19.081866,-0.68151,-91.026776
0.849331,0.493179,-4.872699,-87.370865,-4.638177,-89.65101
0.664944,-1.0,4.036332,-20.186542,-8.648753,-94.819425
1.550881,1.0,4.18423,-76.765975,-11.787476,-96.23449
1.199754,-0.743448,-2.171016,-24.30343,7.225546,-93.749442
1.33912,1.0,5.130929,-0.208325,3.369009,-95.308868
0.918443,1.0,-0.925481,28.159352,-14.671027,-90.05189
0.773658,-1.0,6.948056,25.346645,-3.140679,-91.261237
0.925873,0.0,-2.831654,-88.999677,-1.311016,-89.561646
0.67479,-1.0,2.6764,-35.037601,0.064787,-92.374589
0.837188,0.472933,-3.613942,-26.794458,-3.56097,-95.5108
0.91716,1.0,-5.311449,10.887537,0.275334,-95.400034
0.799789,-1.0,-0.64718,26.09088,-6.698372,-93.110271
1.155052,0.0,4.829567,-5.758507,-5.810646,-94.558538
-0.398864,-1.185451,5.83722,23.014664,-6.119958,-93.104743
0.791678,1.252027,-2.698593,-71.455442,3.270176,-94.903124
0.956419,0.0,-5.141803,15.014774,-17.992638,-90.23226
1.203198,0.0,0.969451,-61.100429,-1.147135,-94.55258
-0.037447,-0.238212,5.33426,11.982234,2.31749,-90.782009
-0.039022,0.533685,6.266877,2.33885,0.200811,-91.355558
0.710674,1.0,2.456978,-92.785437,-3.248243,-90.031573
-0.067229,1.170721,3.177745,-27.735407,0.23275,-94.914496
0.67557,-1.0,-3.802878,-7.170909,4.198453,-94.480871
1.517555,-1.0,1.41263,-91.219474,-16.827107,-92.476618
0.452268,0.0,1.594593,6.844732,-9.527167,-92.927089
1.584598,0.0,-0.642644,-90.390937,6.077395,-93.210042
0.902132,-1.0,-4.651629,-3.773457,-7.52631,-92.984602
0.716002,-1.60776,5.52356,-15.587849,-2.857974,-90.355446
0.169303,0.397923,4.513453,28.118755,-5.301307,-91.849732
-0.559839,-1.129245,-0.972027,-17.463405,7.772451,-94.127451
1.212728,-0.723735,8.450584,-65.402264,-5.452318,-92.823581
0.475771,-0.237321,-3.875595,-27.893134,-7.097358,-89.941026
0.267092,0.218023,-0.240175,-64.910608,-4.000429,-96.203354
0.712406,-0.372788,-0.94071,16.577461,-6.954577,-93.535324
-0.049661,-1.0,-3.937694,-54.15594,-3.549614,-93.514418
0.70975,0.0,-1.364068,-69.184033,-5.256155,-89.976569
-0.013273,-1.0,-0.634147,0.124313,-1.492018,-92.194647
0.842552,0.0,2.206134,-79.219401,14.122569,-90.103956
1.763819,0.030766,-2.233019,-13.046025,2.265544,-96.023236
1.030603,0.0,-10.637584,15.377603,-9.636839,-90.89313
0.926,0.0,-0.636122,18.667059,-7.165592,-92.60839
-0.388626,1.0,7.583886,-22.477909,-3.23271,-94.829262
1.032837,-0.31838,2.862386,-57.389383,-6.394292,-93.814653
1.192376,0.0,0.082792,-18.829252,-4.89062,-90.296361
0.957599,0.0,6.589907,-90.876687,3.965032,-90.32483
0.659057,0.0,3.494631,-48.655869,0.979559,-94.413977
0.484409,-1.022807,1.575,-91.242538,-0.011583,-93.708737
0.888304,-1.100512,7.02591,-74.501964,4.778101,-89.504066
0.413916,1.0,-11.509296,-18.407138,1.475604,-91.982845
0.934088,-1.0,2.171841,-82.995825,5.846405,-94.91183
1.289488,-0.160952,0.483047,25.82199,-3.96939,-89.905111
-0.595885,1.0,-0.002768,-8.665076,-9.322669,-95.950826
1.085637,0.0,2.578948,-34.37999,-8.34829,-91.420226
1.004047,0.0,1.468292,-15.670924,-1.217665,-92.24878
1.215198,0.0,-3.803579,-40.390615,-5.598668,-92.720597
0.082155,-1.0,-3.040486,8.571154,12.201821,-91.349018
0.99649,1.0,-3.812111,-12.662287,-7.433739,-91.602187
0.601536,-1.0,2.283409,-87.68903,-5.508581,-93.650464
0.678257,-1.0,-4.439048,-25.140206,-10.944076,-95.347874
0.58039,-1.0,4.400713,-32.527002,-9.343769,-90.337969
0.609134,-1.344993,-2.765052,-36.436619,-15.25995,-94.181618
0.521048,0.0,-1.260736,-32.744878,1.023528,-91.066271
0.682891,1.0,-3.044013,-22.42166,-3.505911,-91.842104
0.580861,1.0,-1.322809,-25.659936,-1.878903,-90.822349
0.424765,0.0,5.423496,-73.72287,-5.422298,-92.85136
-0.032472,-1.918135,-2.03417,-93.275636,0.776105,-93.000701
-0.746492,1.344181,5.33152,-75.92781,1.648604,-95.097877
0.476365,-1.662151,-7.476864,-86.491437,7.795831,-90.978062
0.697686,-0.682136,1.353288,23.135558,-3.673616,-92.785679
-0.016303,-1.0,3.169704,-52.443536,-3.774963,-94.519964
1.451585,1.0,4.504179,22.360716,4.608036,-90.760764
1.32908,1.0,-0.697902,6.892361,-8.765477,-90.647076
1.397614,-1.0,-5.74514,-52.689348,-5.37422,-93.932239
-0.319247,0.0,2.800626,8.665115,-11.080098,-94.023838
0.729468,0.967197,2.482282,-71.403108,-16.329384,-93.952731
0.528355,-1.0,0.299341,-68.484812,-12.816721,-96.364308
1.449177,-1.0,-6.146719,20.734258,6.700661,-95.327437
0.45802,0.120778,-1.386566,-77.49807,-5.086509,-96.196112
0.830307,-1.0,3.475011,21.800841,-10.47591,-94.718477
0.397046,-0.704216,-2.818085,-19.636213,-7.473742,-91.881055
-0.00884,-1.0,0.733243,-57.829013,-6.30464,-89.676288
0.226534,0.0,-4.296169,8.055602,2.951897,-94.169534
0.795381,1.661603,1.007539,-76.487627,-13.123884,-95.889979
0.902668,-0.643175,-2.457158,-89.349755,-5.242516,-94.103134
0.644306,-1.0,6.24314,2.817748,8.106046,-92.281943
0.072933,0.0,4.673845,-89.461833,-3.334427,-92.527477
0.228592,-0.863566,-5.88435,-56.276672,-3.628688,-95.511497
-0.22598,0.0,-1.901977,-62.651217,11.820599,-92.679844
0.39236,1.0,3.947444,-42.826656,7.965884,-90.03767
0.899512,-0.427879,6.241761,9.758961,-1.227931,-96.174472
0.567163,-0.721681,-5.65921,-78.324203,-3.418038,-95.560619
1.162511,0.150049,-0.742114,-80.484352,0.247644,-91.214122
1.136271,1.309212,-3.78097,12.937786,0.195696,-94.493823
0.020134,-1.0,-0.884906,-24.460488,1.981081,-92.332244
0.095651,-1.0,-3.653789,-62.810895,-5.237572,-92.858234
0.89636,0.0,4.376531,-48.968872,1.105953,-91.013417
-0.03559,0.320511,-4.770148,-50.556777,-2.670661,-95.437583
0.375481,0.0,4.287048,-78.431935,3.24471,-94.486735
0.981996,1.0,1.083535,-17.829336,-12.161598,-93.688362
-0.128798,-1.0,-2.656595,-74.672921,3.806421,-91.028983
-0.597722,-1.0,-1.957068,-70.884347,-4.153353,-91.995479
1.75628,-1.126027,5.198736,-52.214516,0.427322,-92.774531
1.38504,1.0,-8.493636,-86.291249,3.870551,-95.465252
1.398423,1.0,-5.764211,-3.681695,1.680992,-92.514466
1.204509,-1.415301,4.289516,-27.238453,-0.061377,-92.683946
0.810396,-0.959771,3.131738,-90.603145,9.076074,-95.22222
0.911776,2.698595,3.473638,-23.849871,-0.39763,-95.953872
1.593307,0.371897,5.192329,-39.279295,-2.200738,-90.079749
1.105923,1.746502,-3.253302,-43.541538,-6.12561,-94.885417
0.727723,-1.030369,-3.236934,-61.764839,-8.745948,-92.948654
0.083026,0.292079,-3.163125,-25.612444,2.875866,-89.490039
0.254632,0.0,1.310714,-75.784473,-7.42576,-94.275728
0.185279,1.0,3.044594,-69.042047,-14.400872,-90.059498
1.103365,0.0,2.086171,4.908082,-4.837809,-94.7093
-0.172466,0.0,3.563822,0.932276,-17.217909,-94.073664
0.389991,0.0,-1.795302,-44.893367,-7.159547,-93.878144
1.716452,2.076828,-7.027202,-65.402669,1.424233,-94.461738
-0.549427,-0.073524,-5.31817,-92.091903,-5.00481,-90.490829
0.373695,-1.0,1.518589,-50.047326,-5.092481,-93.948563
0.479036,1.0,-2.685552,-84.51837,0.494781,-92.066569
-0.012961,0.0,4.768999,-30.972583,-8.132824,-92.744001
1.409354,0.0,-0.522777,-8.569059,-6.222603,-93.163803
0.367888,-1.0,5.45074,-51.701291,-2.441313,-92.812341
1.403436,0.0,-0.695456,23.858358,-9.058176,-91.951974
1.103395,0.0,10.676857,-37.339485,4.481537,-90.184918
1.881848,0.254027,0.217181,1.687096,-11.207881,-89.825318
0.888048,-1.0,-1.818225,-80.017431,-4.95454,-89.567399
1.48944,-1.0,-3.131023,-92.928714,-8.063416,-90.732073
-0.106314,0.0,8.446406,22.101704,-9.460742,-92.430653
0.935133,0.0,2.755032,-88.523484,0.950532,-95.021027
0.388493,0.0,6.558344,23.325127,8.624469,-91.058215
1.184584,-1.417549,-4.057886,4.000927,1.842308,-90.266502
-0.151763,-1.519125,0.575239,21.638634,-13.199788,-89.408739
0.581486,-1.555762,-0.245982,-22.898414,5.601599,-89.904951
1.546622,-1.0,-5.825322,-50.727023,-8.072789,-89.954984
0.973849,0.0,1.487229,-37.329534,-2.816033,-95.912906
1.061233,-0.2027,4.351436,24.855937,-9.683167,-93.101727
0.813878,-1.750645,0.77443,-10.001962,-11.247433,-89.990008
0.993065,-0.489819,-2.666519,-65.852501,-7.214269,-94.865688
0.363212,1.0,-1.500297,-6.546181,2.868831,-89.719287
-0.154917,-2.1359,2.68879,11.853614,0.129183,-89.955256
0.992181,-0.708453,-3.598034,-5.421255,5.150898,-96.103218
0.685449,-0.62603,0.588341,-80.644411,3.71422,-93.704664
0.737754,0.0,3.992891,-69.418704,-3.292144,-95.636222
0.217264,0.543199,3.316294,-59.569892,-12.424928,-90.90629
-0.132363,-1.0,2.200548,18.932144,-19.880364,-91.949787
0.481277,-1.0,1.539544,-49.366269,-8.119461,-95.274397
0.036463,1.7504,-4.13813,19.341297,6.810216,-93.530174
0.581793,0.230563,-4.691519,-44.695375,-5.685887,-96.234118
0.94415,-0.16718,0.275892,-72.636975,1.062052,-93.654281
1.606403,0.345126,-1.553959,-80.889297,4.662292,-91.876773
0.144046,0.678223,-1.783206,-33.739253,6.60513,-91.681032
1.269723,0.907617,-9.890197,-41.217784,-5.59026,-92.14581
0.191824,0.088937,-3.731337,12.717924,-3.907913,-94.768877
1.025068,0.0,3.762821,-8.739105,-11.54755,-92.504836
0.503054,1.0,2.054806,-52.93448,-6.699704,-90.312191
-0.140577,0.0,1.468482,2.641375,-9.356714,-90.264236
1.600698,1.0,3.121384,-59.245132,-3.398349,-92.732388
0.972082,-0.038023,-5.328743,-14.557963,-6.100709,-94.312635
0.700102,0.509487,-5.0198,16.446254,-6.948071,-90.366547
0.504711,1.0,1.27598,-22.09036,-14.913324,-95.65496
0.779806,0.0,3.906601,-36.999386,-3.33334,-94.551417
